,individual_wikidata_id,individual_name,birthyear,meta_occupation,region_name
16325,Q21545776,Hieronymus Gemusaeus,1505.0,physicist,Northwestern Europe | Western Europe | German world | Switzerland
16326,Q21545835,Ulrich Obrecht,1646.0,historian,Northwestern Europe | Western Europe | France | Northern France
16327,Q21545872,Wilhelm Esser,1798.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
16328,Q21545880,Wilhelm Schirlitz,1800.0,philosopher,Eastern Europe | Central Europe
16329,Q21545883,Christian Wilhelm Heinrich Bardili,1789.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16330,Q21545885,Wilhelm Heinrich Doeleke,1784.0,linguist,Northwestern Europe | Western Europe | German world | Germany
16331,Q21545896,Wilhelm Hilden,1551.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
16332,Q21545904,Wilhelm Mechov,1618.0,historian,Northwestern Europe | Western Europe | German world | Germany
16333,Q21545908,Wilhelm Soltau,1846.0,historian,Northwestern Europe | Western Europe | German world | Germany
16334,Q21545913,Johannes Pieter van Cappelle,1783.0,historian,Northwestern Europe | Western Europe | Low countries | Netherlands
16335,Q21545919,"Janus Dousa, the son",1572.0,historian,Northwestern Europe | Western Europe | Low countries | Netherlands
16336,Q21545921,Janus Gebhard,1592.0,historian,Northwestern Europe | Western Europe | Low countries | Netherlands
16337,Q21545928,Jean Théodore Bergman,1795.0,theologian,Northwestern Europe | Western Europe | Low countries | Netherlands
16338,Q21545939,Gaspar Gevaerts,1593.0,historian,Northwestern Europe | Western Europe | Belgium | Low countries
16339,Q21545947,Jean Masson,1680.0,theologian | theologian | historian | historian,Eastern Europe | Central Europe
16340,Q21545952,Zomino da Pistoia,1387.0,theologian,Western Europe | Northern Italy | Italy | Southwestern Europe
16341,Q21545955,Jeremias Nicolaus Eyring,1739.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16342,Q21545959,Joachim Johann Mader,1626.0,historian,Northwestern Europe | Western Europe | German world | Germany
16343,Q21546215,Gabriel Gauchat,1709.0,theologian,Northwestern Europe | Western Europe | France | Northern France
16344,Q215466,Heinrich Friedrich Link,1767.0,botanist | botanist | botanist | botanist | botanist | botanist | botanist | zoologist | zoologist | zoologist | zoologist | zoologist | zoologist | zoologist | chemist | chemist | chemist | chemist | chemist | chemist | chemist,Northwestern Europe | Western Europe | German world | Germany
16345,Q21546637,Cornelis Cooltuyn,1526.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16346,Q21546722,Henricus Sedulius,1547.0,theologian,Northwestern Europe | Western Europe | Belgium | Low countries
16347,Q21546731,Henryk Nicolai,1605.0,philosopher,Eastern Europe | Central Europe
16348,Q21546759,Alessandro Adelasio,1631.0,theologian,Western Europe | Northern Italy | Italy | Southwestern Europe
16349,Q215479,Johann Schweigger,1779.0,philosopher | philosopher | philosopher | philosopher | physicist | physicist | physicist | physicist | chemist | chemist | chemist | chemist | mathematician | mathematician | mathematician | mathematician,Northwestern Europe | Western Europe | German world | Germany
16350,Q21548008,Žiga Skerpin,1689.0,theologian,Eastern Europe
16351,Q21548018,Adolf Stossich,1824.0,zoologist,Western Europe | Northern Italy | Italy | Southwestern Europe
16352,Q21548101,Filip Neri Schneider,1723.0,theologian,Eastern Europe
16353,Q21548225,Annibale Briganti,1520.0,philosopher,Western Europe | Northern Italy | Italy | Southwestern Europe
16354,Q21548300,Karel Tirnberger,1731.0,astronomer | astronomer | astronomer | astronomer | physicist | physicist | physicist | physicist | meteorologist | meteorologist | meteorologist | meteorologist | mathematician | mathematician | mathematician | mathematician,Eastern Europe
16355,Q21548342,Matija Robič,1802.0,historian,Northwestern Europe | Western Europe | German world | Austria
16356,Q21548359,Mihael Verne,1797.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
16357,Q21548632,Luigi Giuglaris,1607.0,mathematician,Northwestern Europe | Western Europe | Southern France | France
16358,Q21548641,Marc'antonio de Santis,1550.0,economist,Western Europe | Italy | Southwestern Europe | Southern Italy
16359,Q21548722,Pietro Paganetti,1729.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
16360,Q21548749,Stefano Borson,1758.0,geologist,Western Europe | Northern Italy | Italy | Southwestern Europe
16361,Q21548758,Tommaso Bozio,1548.0,theologian | theologian | philosopher | philosopher,Western Europe | Northern Italy | Italy | Southwestern Europe
16362,Q21548778,Abraham Ruchat,1680.0,historian,Northwestern Europe | Western Europe | German world | Switzerland
16363,Q215499,Matthias Metternich,1747.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
16364,Q215508,Julius Rupp,1809.0,theologian | theologian | philosopher | philosopher,Eastern Europe | Slav world
16365,Q2155112,Bartolomé Leonardo de Argensola,1562.0,historian,Western Europe | Southwestern Europe | Spain
16366,Q21552142,Floris de Boer,1846.0,mathematician,Northwestern Europe | Western Europe | Low countries | Netherlands
16367,Q21552169,Friedrich Julius Peter van Calker,1841.0,geologist,Northwestern Europe | Western Europe | Low countries | Netherlands
16368,Q21553189,Jakobus Leydekker,1656.0,theologian,Northwestern Europe | Western Europe | Low countries | Netherlands
16369,Q21553459,Pontus Payen,1550.0,historian,Northwestern Europe | Western Europe | France | Northern France
16370,Q21553673,Pierre Champion,1632.0,theologian,Northwestern Europe | Western Europe | France | Northern France
16371,Q21554293,David Jenkins,1849.0,musicologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16372,Q2155466,Luis Cruls,1848.0,astronomer,Northwestern Europe | Western Europe | France | Northern France
16373,Q2155572,Lodewijk Caspar Valckenaer,1715.0,historian,Northwestern Europe | Western Europe | Low countries | Netherlands
16374,Q21556309,Aleksander Škofic,1822.0,botanist,Northwestern Europe | Western Europe | German world | Austria
16375,Q21556310,Hieronim Rechbach,1721.0,historian,Northwestern Europe | Western Europe | German world | Austria
16376,Q215564,Philipp Jakob Cretzschmar,1786.0,zoologist | zoologist,Northwestern Europe | Western Europe | German world | Germany
16377,Q21557912,Nicolas-Joseph Poisson,1637.0,philosopher,Northwestern Europe | Western Europe | France
16378,Q21557917,Nicolas Catherinot,1628.0,historian,Northwestern Europe | Western Europe | France | Northern France
16379,Q21558093,Marie-François Chalumeau,1741.0,zoologist,Northwestern Europe | Western Europe | France
16380,Q21558969,Romuald Blazheevsky,1839.0,mathematician | mathematician,Eastern Europe | Slav world
16381,Q21559123,Edmond Dubois,1822.0,mathematician,Northwestern Europe | Western Europe | France | Northern France
16382,Q21559782,Marcello Venuti,1700.0,archeologist,Western Europe | Northern Italy | Italy | Southwestern Europe
16383,Q215604,Gottfried Weber,1779.0,musicologist | musicologist,Northwestern Europe | Western Europe | German world | Germany
16384,Q215608,Wilhelm Traugott Krug,1770.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
16385,Q2156361,Robert Anderson,1666.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
16386,Q215640,Friedrich Daniel Behn,1734.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16387,Q2156432,Robert Bakewell,1767.0,geologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16388,Q215644,Caspar René Gregory,1846.0,theologian,Northwestern Europe | Western Europe | Southern France | France
16389,Q215645,Karl Friedrich Burdach,1776.0,anatomist | anatomist,Eastern Europe | Slav world
16390,Q2156536,Robert Bellamy Clifton,1836.0,physicist | physicist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16391,Q2156600,Robert Brauner,1816.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16392,Q215670,Gustav Hertzberg,1826.0,historian,Northwestern Europe | Western Europe | German world | Germany
16393,Q215672,Karl Hase,1800.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16394,Q215674,Karl Gottlieb Bretschneider,1776.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16395,Q21567655,Franc Witschl,1825.0,botanist,Eastern Europe
16396,Q21567943,Pierre Collot,1672.0,theologian,Northwestern Europe | Western Europe | France
16397,Q215682,Christian Ulrich Detlev von Eggers,1758.0,economist,Northwestern Europe | Western Europe | German world | Germany
16398,Q215684,Julius Wegscheider,1771.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16399,Q2156842,Robert Daublebsky von Sterneck,1839.0,astronomer,Northwestern Europe | Western Europe | German world | Austria
16400,Q215689,Balthasar Münter,1735.0,theologian,Northwestern Europe | Western Europe | Denmark | Nordic countries
16401,Q215691,Karl August Varnhagen von Ense,1785.0,historian,Northwestern Europe | Western Europe | German world | Germany
16402,Q2156969,Robert Eder,1848.0,zoologist,Northwestern Europe | Western Europe | German world | Austria
16403,Q215698,Ludwig Timotheus Spittler,1752.0,historian,Northwestern Europe | Western Europe | German world | Germany
16404,Q215699,Wolf Heinrich Graf von Baudissin,1789.0,linguist,Northwestern Europe | Western Europe | German world | Germany
16405,Q215701,Rochus von Liliencron,1820.0,musicologist | musicologist | historian | historian,Northwestern Europe | Western Europe | German world | Germany
16406,Q215706,Wilhelm Wachsmuth,1784.0,historian | historian,Northwestern Europe | Western Europe | German world | Germany
16407,Q2157187,Benedykt Dobszewicz,1722.0,physicist,Eastern Europe | Central Europe
16408,Q215728,Ernst Friedrich von Schlotheim,1765.0,botanist | botanist | botanist | paleontologist | paleontologist | paleontologist | geologist | geologist | geologist,Northwestern Europe | Western Europe | German world | Germany
16409,Q215730,Joseph Görres,1776.0,historian,Northwestern Europe | Western Europe | German world | Germany
16410,Q2157301,Robert Glutz-Blotzheim,1786.0,historian,Northwestern Europe | Western Europe | German world | Germany
16411,Q2157459,Robert Hall,1764.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
16412,Q2157488,Robert Hasenclever,1841.0,chemist,Northwestern Europe | Western Europe | Belgium | Low countries
16413,Q215758,Wilhelm Oncken,1838.0,historian,Northwestern Europe | Western Europe | German world | Germany
16414,Q2157591,Robert Holford Macdowall Bosanquet,1841.0,musicologist | musicologist | musicologist | astronomer | astronomer | astronomer,British Islands | Northwestern Europe | United Kingdom | Western Europe
16415,Q2157688,Ernst Robert Jänsch,1817.0,mathematician,Eastern Europe | Slav world
16416,Q2157856,Robert Klempin,1816.0,historian,Eastern Europe | Central Europe
16417,Q2157878,Robert Kohl,1813.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16418,Q21579439,Janez Parapat,1838.0,historian,Eastern Europe
16419,Q2158123,Robert Lüdtge,1845.0,physicist,Northwestern Europe | Western Europe | German world | Germany
16420,Q215816,Paul Georg von Möllendorff,1847.0,linguist,Chinese world | Northern China
16421,Q215830,Ludwig Wilhelm Gilbert,1769.0,physicist | physicist | chemist | chemist,Northwestern Europe | Western Europe | German world | Germany
16422,Q2158419,Robert Otto,1837.0,pharmacologist | pharmacologist | chemist | chemist,Northwestern Europe | Western Europe | German world | Germany
16423,Q215842,Franz Wilhelm Junghuhn,1809.0,botanist | botanist | botanist | botanist | geographer | geographer | geographer | geographer | geologist | geologist | geologist | geologist,South East Asia
16424,Q215845,Johann Heinrich Jung-Stilling,1740.0,economist,Northwestern Europe | Western Europe | German world | Germany
16425,Q2158465,Robert Payne Smith,1818.0,linguist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16426,Q215867,Carl Anton Bretschneider,1808.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
16427,Q21587805,Nicola Pacifico,1734.0,botanist | botanist | archeologist | archeologist,Western Europe | Italy | Southwestern Europe | Southern Italy
16428,Q21587874,Girolamo Rossi Martini,1846.0,botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
16429,Q21587896,Ottavio Serena,1837.0,historian,Western Europe | Italy | Southwestern Europe | Southern Italy
16430,Q21588389,Ernst Schulze,1842.0,archeologist | archeologist | historian | historian,Northwestern Europe | Western Europe | German world | Germany
16431,Q2158935,Robert Symmer,1707.0,philosopher | philosopher | physicist | physicist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16432,Q2159132,Pieter Lansens,1801.0,historian,Northwestern Europe | Western Europe | Belgium | Low countries
16433,Q21592534,Mary Philadelphia Merrifield,1804.0,botanist | botanist | historian | historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
16434,Q215933,Gottfried Achenwall,1719.0,historian | historian | historian | historian | economist | economist | economist | economist | mathematician | mathematician | mathematician | mathematician,Northwestern Europe | Western Europe | German world | Germany
16435,Q215935,Wilhelm Hofmeister,1824.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Germany
16436,Q215961,Franz Hermann Schulze-Delitzsch,1808.0,economist,Northwestern Europe | Western Europe | German world | Germany
16437,Q215965,Johann Tobias Mayer,1752.0,physicist | physicist | mathematician | mathematician,Northwestern Europe | Western Europe | German world | Germany
16438,Q215979,Johann Beckmann,1739.0,botanist | botanist | botanist | botanist | philosopher | philosopher | philosopher | philosopher | economist | economist | economist | economist,Northwestern Europe | Western Europe | German world | Germany
16439,Q215989,Johann August von Starck,1741.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16440,Q2159976,Antonius Vesters,1743.0,theologian,Northwestern Europe | Western Europe | Low countries | Netherlands
16441,Q215998,Justus Christian Loder,1753.0,anatomist,Eastern Europe | Slav world
16442,Q21600236,Charles Oudiette,1800.0,geographer,Northwestern Europe | Western Europe | France
16443,Q21604060,Francisco Fernández de Béthencourt,1850.0,historian,Western Europe | Southwestern Europe | Spain
16444,Q21604156,Manuel de Foronda y Aguilera,1840.0,geographer | geographer | historian | historian,Western Europe | Southwestern Europe | Spain
16445,Q2160658,Eduard Ortgies,1829.0,botanist,Northwestern Europe | Western Europe | German world | Switzerland
16446,Q21606756,Margaret Plues,1828.0,botanist | botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16447,Q21606789,Jules Antoine Adolph Henri Putzeys,1809.0,botanist | botanist | zoologist | zoologist,Northwestern Europe | Western Europe | Belgium | Low countries
16448,Q21606821,Hugo von Rabenau,1845.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16449,Q21606987,Emerich Ráthay,1845.0,botanist,Northwestern Europe | Western Europe | German world | Austria
16450,Q21607000,Robert Rauscher,1806.0,botanist,Northwestern Europe | Western Europe | German world | Austria
16451,Q21607091,Theodor Reinbold,1840.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16452,Q21607098,Hugo Reinsch,1809.0,chemist,Northwestern Europe | Western Europe | German world | Germany
16453,Q21607136,Oscar Réveil,1821.0,botanist,Northwestern Europe | Western Europe | France
16454,Q21607137,Eugène Revelière,1822.0,zoologist,Northwestern Europe | Western Europe | France | Northern France
16455,Q21607192,Charles Richon,1820.0,botanist,Northwestern Europe | Western Europe | France | Northern France
16456,Q216072,Xunzi,-312.0,philosopher,Chinese world
16457,Q21607202,Paul Gerhard Richter,1837.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16458,Q21607233,Alphonse Rion,1809.0,botanist,Northwestern Europe | Western Europe | German world | Switzerland
16459,Q21607241,Karl Ritter,1800.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16460,Q21607340,Josef Georg Böhm,1807.0,astronomer | astronomer | mathematician | mathematician,Eastern Europe | Central Europe
16461,Q21607354,Léon Louis Rolland,1841.0,botanist,Northwestern Europe | Western Europe | France | Northern France
16462,Q21607355,Ettore Rolli,1818.0,botanist,Western Europe | Italy | Southwestern Europe | Southern Italy
16463,Q21607365,Girolamo Romano,1765.0,botanist,Western Europe | Italy | Southwestern Europe
16464,Q21607409,Ferdinando Rosellini,1814.0,botanist | botanist | botanist | mathematician | mathematician | mathematician,Western Europe | Northern Italy | Italy | Southwestern Europe
16465,Q21607416,Caroline Friderike Rosenberg,1810.0,botanist,Northwestern Europe | Western Europe | Denmark | Nordic countries
16466,Q21607455,Lorenzo Rota,1819.0,botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
16467,Q21607480,Paul Gervais de Rouville,1823.0,geologist,Northwestern Europe | Western Europe | Southern France | France
16468,Q21607511,Giuseppe Ruchinger,1761.0,botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
16469,Q21607515,August Rudberg,1842.0,botanist | botanist | anthropologist | anthropologist,Northwestern Europe | Western Europe | Nordic countries | Sweden
16470,Q21607532,Ferdinand Ignatius Xavier Rugel,1806.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16471,Q21607549,Ernest (Jean Baptiste) Rupin,1845.0,botanist | botanist | botanist | archeologist | archeologist | archeologist,Northwestern Europe | Western Europe | France
16472,Q21607583,Thomas Glazebrook Rylands,1818.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16473,Q21607616,Félix Sahut,1835.0,botanist | botanist,Northwestern Europe | Western Europe | Southern France | France
16474,Q21607617,Franz Seraphin Sailer,1792.0,botanist,Northwestern Europe | Western Europe | German world | Austria
16475,Q21607660,Giovanni Battista Samaritani,1821.0,botanist,Western Europe | Italy | Southwestern Europe
16476,Q21607692,Guido Sandberger,1821.0,geologist | geologist | geologist | geologist | zoologist | zoologist | zoologist | zoologist | paleontologist | paleontologist | paleontologist | paleontologist,Northwestern Europe | Western Europe | German world | Germany
16477,Q21607694,Peter Fredrik Sandéen,1839.0,botanist,Northwestern Europe | Western Europe | Nordic countries | Sweden
16478,Q21607728,Josef Sapetza,1829.0,botanist,Northwestern Europe | Western Europe | German world | Austria
16479,Q21607835,Jonso Josue Scanagatta,1773.0,botanist | botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
16480,Q21607870,Jacob Wilhelm Schatz,1802.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16481,Q21607881,Friedrich (`Franz') Joseph Schelver,1778.0,botanist | botanist | zoologist | zoologist,Northwestern Europe | Western Europe | German world | Germany
16482,Q21607890,Johann (Baptista) Andreas Scherer,1755.0,botanist | botanist | chemist | chemist,Northwestern Europe | Western Europe | German world | Austria
16483,Q21607891,Aurel Wilhelm Scherfel,1835.0,botanist | botanist | pharmacologist | pharmacologist,Eastern Europe | Central Europe
16484,Q21607896,Nils Johan Wilhelm Scheutz,1836.0,botanist,Northwestern Europe | Western Europe | Nordic countries | Sweden
16485,Q21607958,Sigismund Schiller,1847.0,botanist,Eastern Europe | Central Europe
16486,Q21608023,Georg Schläpfer,1797.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Switzerland
16487,Q21608034,Diederich Friedrich Karl von Schlechtendal,1767.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16488,Q21608066,Louis Joseph Schlim,1819.0,botanist,Northwestern Europe | Western Europe | France | Northern France
16489,Q21608161,Johann Carl Schmidt,1793.0,botanist,Eastern Europe | Central Europe
16490,Q21608219,George Schneider,1848.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16491,Q21608289,Hugo Schönach,1847.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Austria
16492,Q21608403,Johann Eduard Julius Schrader,1808.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16493,Q21608460,Theodor Schuchardt,1829.0,botanist | botanist | chemist | chemist,Eastern Europe | Central Europe
16494,Q21608465,(Georg) Emil (Carl Christoph) Schuez,1828.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16495,Q21608673,Adolf Senoner,1806.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Austria
16496,Q21608854,Joseph Sidebotham,1824.0,botanist | botanist | botanist | zoologist | zoologist | zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16497,Q21608860,Gottlob Siegert,1789.0,botanist,Eastern Europe | Central Europe
16498,Q21608861,Hans Siegfried,1837.0,botanist,Northwestern Europe | Western Europe | German world | Switzerland
16499,Q21608864,Wilhelm Siegmund,1821.0,botanist,Eastern Europe | Central Europe
16500,Q21608873,Kaspar Heinrich von Sierstorpff,1750.0,botanist | botanist | zoologist | zoologist,Northwestern Europe | Western Europe | German world | Germany
16501,Q21608957,Jakob Singer,1834.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Germany
16502,Q21608993,Eugenio Sismonda,1815.0,botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
16503,Q216090,Daniel Gottlob Türk,1750.0,musicologist | musicologist | musicologist,Northwestern Europe | Western Europe | German world | Germany
16504,Q21609033,Aleksander Jan Śléndziński,1849.0,botanist,Eastern Europe | Central Europe
16505,Q21609050,Jens Hansen Smidth,1769.0,botanist,Northwestern Europe | Western Europe | Denmark | Nordic countries
16506,Q21609185,Joseph François Soleirol,1781.0,botanist,Northwestern Europe | Western Europe | France | Northern France
16507,Q21609525,Abraham Stansfield,1802.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16508,Q21609742,Heinrich Steinvorth,1817.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Germany
16509,Q21609958,Johann Friedrich Stromeyer,1750.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16510,Q21609979,Johann Georg Stumpf,1750.0,zoologist,Northwestern Europe | Western Europe | German world | Germany
16511,Q2161,Tacitus,54.0,philosopher | philosopher | historian | historian,Northwestern Europe | Western Europe | Southern France | France | mediterranean World | Latin World
16512,Q21610079,(Johan) Fredrik(Friedrich) (Eberhard) Svanlund,1832.0,botanist,Northwestern Europe | Western Europe | Nordic countries | Sweden
16513,Q21610098,George Swayne,1746.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16514,Q21610182,Eduard (Josef) Tangl,1848.0,botanist,Eastern Europe | Slav world
16515,Q21610388,Richard Vercoe Tellam,1826.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16516,Q21610608,Carl Th. Thomae,1808.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16517,Q21610620,Friedrich Thomas,1840.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16518,Q21610684,Spencer Thomson,1817.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16519,Q21610776,Eugène Édouard Augustin Tison,1842.0,botanist | botanist,Northwestern Europe | Western Europe | France | Northern France
16520,Q21610791,Johann August Tittmann,1774.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16521,Q21610802,Wilhelm Tkany,1792.0,botanist,Eastern Europe | Central Europe
16522,Q21610836,Anton Tomaschek,1826.0,botanist,Eastern Europe | Central Europe
16523,Q21610883,Samuel Törner,1762.0,botanist,Northwestern Europe | Western Europe | Nordic countries | Sweden
16524,Q21610898,Pierre Jules Tosquinet,1825.0,botanist | botanist | zoologist | zoologist,Northwestern Europe | Western Europe | Belgium | Low countries
16525,Q21610902,Franz Toula,1845.0,geologist | geologist | geologist | paleontologist | paleontologist | paleontologist,Northwestern Europe | Western Europe | German world | Austria
16526,Q21610919,Giacomo Trabucco,1845.0,botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
16527,Q21610957,Kirby Trimmer,1804.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16528,Q21610958,Augusto Trinchinetti,1813.0,botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
16529,Q21611001,Isuke Tsuboi,1843.0,botanist,Japan | Southern Japan
16530,Q21611024,Diomède Tuczkiewicz,1809.0,botanist,Northwestern Europe | Western Europe | France | Northern France
16531,Q216111,Karl Heinrich Rau,1792.0,economist,Northwestern Europe | Western Europe | German world | Germany
16532,Q21611213,Theodorus Frederik Uilkens,1812.0,botanist,Northwestern Europe | Western Europe | Low countries | Netherlands
16533,Q21611228,Joseph Ullepitsch,1827.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Austria
16534,Q21611332,Anton Val de Lièvre,1816.0,botanist,Northwestern Europe | Western Europe | German world | Austria
16535,Q21611380,Désiré Van Bastelaer,1823.0,botanist | botanist | archeologist | archeologist,Northwestern Europe | Western Europe | Belgium | Low countries
16536,Q21611614,(François) Xavier Vendrely,1837.0,botanist,Northwestern Europe | Western Europe | France
16537,Q21611670,Bedřich (Friedrich) Veselský,1813.0,botanist,Eastern Europe | Central Europe
16538,Q21611691,Charles Veulliot,1829.0,botanist | botanist,Northwestern Europe | Western Europe | France | Northern France
16539,Q21611699,Ambroise Viaud-Grand-Marais,1833.0,botanist,Northwestern Europe | Western Europe | France | Northern France
16540,Q21611763,(Philippe) Victoire (Lévêque) de Vilmorin,1746.0,botanist | botanist,Northwestern Europe | Western Europe | France
16541,Q21611837,August Emil Vogl,1833.0,pharmacologist,Western Europe | Northern Italy | Italy | Southwestern Europe
16542,Q21611900,Wilhelm Voss,1849.0,botanist,Northwestern Europe | Western Europe | German world | Austria
16543,Q21611974,Hermann (of Weissenfels) Wagner,1824.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16544,Q21612014,Karl Friedrich Waitz,1774.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16545,Q21612053,George Wall,1821.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16546,Q21612127,Jacob Jacoblevič Walz,1840.0,botanist,Eastern Europe | Slav world
16547,Q21612240,(Jean Pierre) Adrien Warion,1837.0,botanist,Northwestern Europe | Western Europe | France | Northern France
16548,Q21612291,Kajetán Watzel,1812.0,botanist | botanist,Eastern Europe | Central Europe
16549,Q21612307,Robert Holden Webb,1805.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16550,Q21612379,Antonín Weidmann,1850.0,botanist,Eastern Europe | Central Europe
16551,Q21612405,Adolf Weiss,1837.0,botanist,Eastern Europe | Central Europe
16552,Q21612420,Wilhelm Rudolf Weitenweber,1804.0,zoologist,Eastern Europe | Central Europe
16553,Q21612431,Johann Jacob von Well,1725.0,zoologist,Northwestern Europe | Western Europe | German world | Austria
16554,Q21612477,Franz Wernekinck,1764.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16555,Q21612489,Johann Jacob Wernischeck,1743.0,botanist,Northwestern Europe | Western Europe | German world | Austria
16556,Q21612494,Philipp Wessel,1825.0,geographer | geographer,Eastern Europe | Central Europe
16557,Q21612587,Henry Hopley White,1790.0,botanist | botanist | botanist | zoologist | zoologist | zoologist | paleontologist | paleontologist | paleontologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16558,Q21612673,Samuel Gustav Wilcke,1736.0,botanist,Northwestern Europe | Western Europe | German world | Germany
16559,Q21612692,Albin Wildt,1845.0,botanist,Eastern Europe | Central Europe
16560,Q216127,Johann Martin Miller,1750.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16561,Q21612711,Caroline Catharine Wilkinson,1822.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16562,Q21612830,(Wilhelm) William Winkler,1842.0,botanist | botanist | historian | historian,Northwestern Europe | Western Europe | German world | Germany
16563,Q21612869,Johan Alfred Wiström,1830.0,zoologist,Northwestern Europe | Western Europe | Nordic countries | Sweden
16564,Q21612933,Andreas Raphael Wolny,1759.0,botanist,Eastern Europe | Slav world
16565,Q21612935,Eustach Wołoszczak,1835.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Austria
16566,Q21613044,Matthias Wretschko,1834.0,botanist,Northwestern Europe | Western Europe | German world | Austria
16567,Q21613116,Franz Wurm,1845.0,zoologist,Eastern Europe | Central Europe
16568,Q21613407,Bernardo Zapater,1823.0,mathematician | mathematician | botanist | botanist,Western Europe | Southwestern Europe | Spain
16569,Q2161357,Gisbert Cuper,1644.0,historian,Northwestern Europe | Western Europe | Low countries | Netherlands
16570,Q21613714,Friedrich August Zorn von Plobsheim,1711.0,botanist,Eastern Europe | Central Europe
16571,Q216159,Heinrich August Pierer,1794.0,linguist,Northwestern Europe | Western Europe | German world | Germany
16572,Q216166,Karl Wilhelm Gottlob Kastner,1783.0,chemist,Northwestern Europe | Western Europe | German world | Germany
16573,Q216207,Adolph Nehrkorn,1841.0,zoologist,Northwestern Europe | Western Europe | German world | Germany
16574,Q2162075,Pierre Hérigone,1580.0,astronomer | astronomer | mathematician | mathematician,Northwestern Europe | Western Europe | Southern France | France
16575,Q216295,Johann Christoph Andreas Mayer,1747.0,anatomist,Northwestern Europe | Western Europe | German world | Germany
