,individual_wikidata_id,individual_name,birthyear,meta_occupation,region_name
16576,Q216321,Frederick Salvemini de Castillon,1747.0,musicologist | musicologist,Northwestern Europe | Western Europe | German world | Germany
16577,Q216339,Johann Erich Biester,1749.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
16578,Q21634466,Laurent De Cuyper,1528.0,theologian,Northwestern Europe | Western Europe | Belgium | Low countries
16579,Q21636115,Maiolino Bisaccioni,1582.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
16580,Q216366,Johann Matthäus Hassencamp,1743.0,theologian | theologian | mathematician | mathematician,Northwestern Europe | Western Europe | German world | Germany
16581,Q21637273,Elizabeth G. Volkonskaia,1838.0,theologian | theologian | historian | historian,Eastern Europe | Slav world
16582,Q21637859,Nicolaas van der Horst,1598.0,geographer,Northwestern Europe | Western Europe | Belgium | Low countries
16583,Q21637882,Fedor Gilʹtebrandt,1773.0,botanist,Eastern Europe | Slav world
16584,Q216391,August Neithardt,1793.0,musicologist,Northwestern Europe | Western Europe | German world | Germany
16585,Q21641068,Dmitriĭ Grigorʹevich Levitskiĭ,1818.0,theologian,Eastern Europe | Slav world
16586,Q21641239,Friedrich Lorentz,1803.0,historian,Northwestern Europe | Western Europe | German world | Germany
16587,Q216464,Carl-Christian Ochsenius,1830.0,botanist | botanist | botanist | geologist | geologist | geologist,Northwestern Europe | Western Europe | German world | Germany
16588,Q2164792,Roman Zirngibl,1740.0,historian,Northwestern Europe | Western Europe | German world | Germany
16589,Q2164965,Willem Verhoeven,1738.0,historian,Northwestern Europe | Western Europe | Belgium | Low countries
16590,Q21655292,Jacques Poitevin,1742.0,astronomer,Northwestern Europe | Western Europe | Southern France | France
16591,Q21656192,Martial Alphonse Chazaud,1827.0,historian,Northwestern Europe | Western Europe | France | Northern France
16592,Q21656289,Wilhelm Ludwig Christmann,1780.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
16593,Q21656580,Jules Finot,1842.0,historian,Northwestern Europe | Western Europe | France
16594,Q21656620,Charles Feil,1824.0,chemist,Northwestern Europe | Western Europe | France | Northern France
16595,Q21656622,Joseph Feil der Jüngere,1811.0,historian | historian,Northwestern Europe | Western Europe | German world | Austria
16596,Q21656647,Pio Carlo Falletti,1848.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
16597,Q21656794,Józef Strumiłło,1774.0,botanist,Eastern Europe | Central Europe
16598,Q21656911,Francesco Sacchini,1570.0,theologian | theologian | historian | historian,Western Europe | Northern Italy | Italy | Southwestern Europe
16599,Q21657537,Stéphane Robinet,1799.0,chemist,Northwestern Europe | Western Europe | France | Northern France
16600,Q2165799,Theodor Coccius,1824.0,musicologist | musicologist,Northwestern Europe | Western Europe | German world | Germany
16601,Q21658057,Georg Leonhard Rabus,1835.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
16602,Q21658086,Hippolyt Randa,1836.0,historian,Eastern Europe | Central Europe
16603,Q2165820,Adriaan David Cornets de Groot,1804.0,linguist,Northwestern Europe | Western Europe | Low countries | Netherlands
16604,Q21660411,Monsieur de Saint-Lambert,1700.0,musicologist,Northwestern Europe | Western Europe | France
16605,Q216624,Christian Gottlob Großmann,1783.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16606,Q216628,Sigismund Friedrich Hermbstädt,1760.0,chemist,Northwestern Europe | Western Europe | German world | Germany
16607,Q21663425,Elisa Oricchio,1111.0,zoologist,Western Europe | Italy | Southwestern Europe | Southern Italy
16608,Q21663920,Sebastiano Donati,1711.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
16609,Q21663951,Marie Célestine Amélie d'Armaillé,1830.0,historian,Northwestern Europe | Western Europe | France | Northern France
16610,Q21664131,Johann Petersen,1500.0,historian,Northwestern Europe | Western Europe | German world | Germany
16611,Q21664324,William Craig,1832.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16612,Q21664677,Helena Lefroy,1820.0,botanist | botanist | taxonomist | taxonomist,British Islands | Northwestern Europe | United Kingdom | Western Europe
16613,Q216657,Friedrich Wilhelm von Reden,1804.0,economist | economist,Northwestern Europe | Western Europe | German world | Austria
16614,Q2166628,Thomas of Villanova,1488.0,philosopher,Western Europe | Southwestern Europe | Spain
16615,Q2166727,William Shanks,1812.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
16616,Q216684,Johann Heinrich Bernhard Dräseke,1774.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16617,Q216689,Johann Adolph Schinmeier,1733.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16618,Q216692,Ludvig Holberg,1684.0,philosopher | philosopher | historian | historian,Northwestern Europe | Western Europe | Denmark | Nordic countries
16619,Q2166978,Pieter van Alphen,1632.0,geographer,Northwestern Europe | Western Europe | Low countries | Netherlands
16620,Q216811,John Venn,1834.0,philosopher | philosopher | philosopher | mathematician | mathematician | mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
16621,Q216814,Hippolyte Fizeau,1819.0,astronomer | astronomer | physicist | physicist,Northwestern Europe | Western Europe | France | Northern France
16622,Q216838,Robert Southey,1774.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
16623,Q21684217,Hieronymus Torrella,1450.0,mathematician,Western Europe | Southwestern Europe | Spain
16624,Q21684995,Gaston Raynaud,1850.0,historian,Northwestern Europe | Western Europe | France | Northern France
16625,Q21684999,Jean Paul de Rome d'Ardène,1690.0,botanist | botanist,Northwestern Europe | Western Europe | Southern France | France
16626,Q2169295,Matthias de Vries,1820.0,historian,Northwestern Europe | Western Europe | Low countries | Netherlands
16627,Q21694489,Johann Friedrich Basilius Wehber-Schuldt,1773.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16628,Q21703517,Stepanos Agonts,1740.0,theologian | theologian | geographer | geographer,Western Europe | Northern Italy | Italy | Southwestern Europe
16629,Q21704087,Trdat Palyan,1850.0,historian,Eastern Europe | Balkans | Ottoman world | Greek World | mediterranean World | Greece
16630,Q217044,Franz Berwald,1796.0,musicologist,Northwestern Europe | Western Europe | Nordic countries | Sweden
16631,Q21704957,Georg Hieronymus Welsch,1624.0,zoologist,Northwestern Europe | Western Europe | German world | Germany
16632,Q217068,Charles-Valentin Alkan,1813.0,linguist | linguist,Northwestern Europe | Western Europe | France | Northern France
16633,Q21707407,Antoni Bonaventura Gassó i Borrull,1752.0,economist,Western Europe | Southwestern Europe | Spain
16634,Q21707452,Eugenio Moreno López,1813.0,historian,Western Europe | Southwestern Europe | Spain
16635,Q21708136,Modesto Fernández y González,1838.0,economist,Western Europe | Southwestern Europe | Spain
16636,Q217119,George Everest,1790.0,geographer | geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
16637,Q21714875,Juan González Medel,1812.0,theologian | theologian | philosopher | philosopher,Western Europe | Southwestern Europe | Spain
16638,Q21715540,Jules de Lahondès,1830.0,archeologist | archeologist | historian | historian,Northwestern Europe | Western Europe | Southern France | France
16639,Q21715726,Aristide Fabre,1850.0,archeologist,Northwestern Europe | Western Europe | France
16640,Q21715854,Gustav Brasche,1802.0,linguist,Eastern Europe | Central Europe
16641,Q21723004,Jacques-François Loiseleur-Deslongchamps,1747.0,geographer,Northwestern Europe | Western Europe | France | Northern France
16642,Q21723034,Francois-Victor Bravais,1764.0,botanist | botanist | chemist | chemist,Northwestern Europe | Western Europe | Southern France | France
16643,Q21723053,Louis-François Bravais,1800.0,botanist,Northwestern Europe | Western Europe | Southern France | France
16644,Q21723061,Camille Bravais,1806.0,botanist,Northwestern Europe | Western Europe | Southern France | France
16645,Q2172358,Rudolf August Nolte,1703.0,historian,Northwestern Europe | Western Europe | German world | Germany
16646,Q2172365,Rudolf Auspitz,1837.0,economist,Northwestern Europe | Western Europe | German world | Austria
16647,Q2172391,Rudolf Baxmann,1832.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16648,Q2172466,Rudolf Brefin,1847.0,physicist,Northwestern Europe | Western Europe | German world | Germany
16649,Q21725409,Paul-Emmanuel Abeille de Perrin,1797.0,botanist | botanist,Northwestern Europe | Western Europe | Southern France | France
16650,Q2172569,Rudolf Ehwald,1847.0,historian,Northwestern Europe | Western Europe | German world | Germany
16651,Q2172772,Rudolf Grau,1835.0,theologian,Eastern Europe | Slav world
16652,Q21730688,Felipe de Canga-Argüelles,1805.0,historian,Western Europe | Southwestern Europe | Spain
16653,Q21730845,Aimé Courtois,1811.0,historian,Northwestern Europe | Western Europe | France | Northern France
16654,Q2173288,Rudolf Lange,1850.0,linguist,Northwestern Europe | Western Europe | German world | Germany
16655,Q2173394,Rudolf Massini der Ältere,1845.0,pharmacologist,Northwestern Europe | Western Europe | German world | Switzerland
16656,Q217344,Gerhard Armauer Hansen,1841.0,zoologist,Northwestern Europe | Western Europe | Nordic countries | Norway
16657,Q2173650,Rudolf Rocholl,1822.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16658,Q21741422,Egidio Riccardi,1550.0,theologian,Northwestern Europe | Western Europe | Belgium | Low countries
16659,Q2174231,Rudolf von Fischer-Benzon,1839.0,botanist | botanist,Northwestern Europe | Western Europe | German world | Germany
16660,Q217435,Giovanni Battista Sammartini,1700.0,musicologist | musicologist,Western Europe | Northern Italy | Italy | Southwestern Europe
16661,Q2174437,Rudolph Koepp,1830.0,chemist,Northwestern Europe | Western Europe | German world | Germany
16662,Q2174440,Rudolph Kysaeus,1817.0,astronomer,Northwestern Europe | Western Europe | German world | Germany
16663,Q217470,Alexander Radishchev,1749.0,philosopher | philosopher | economist | economist,Eastern Europe | Slav world
16664,Q21748854,Giovanni Battista Albrizzi,1698.0,geographer,Western Europe | Northern Italy | Italy | Southwestern Europe
16665,Q21748942,J.-B. Rongé,1825.0,musicologist,Northwestern Europe | Western Europe | Belgium | Low countries
16666,Q21749030,Didace de Saint-Antoine,1681.0,theologian | theologian | historian | historian,Northwestern Europe | Western Europe | Belgium | Low countries
16667,Q2175002,Edward Shepherd Creasy,1812.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
16668,Q2175566,Rulemann Friedrich Eylert,1770.0,theologian,Northwestern Europe | Western Europe | German world | Germany
16669,Q217574,Gusztáv Szontagh,1793.0,philosopher,Eastern Europe | Central Europe
16670,Q2176092,Carlos Coloma,1567.0,historian,Western Europe | Southwestern Europe | Spain
16671,Q2176116,Karel Otto,1805.0,musicologist,Northwestern Europe | Western Europe | Belgium | Low countries
16672,Q217613,Stanisław Moniuszko,1819.0,musicologist | musicologist,Eastern Europe | Central Europe
16673,Q2176424,Jan Bolhuis van Zeeburgh,1836.0,historian,Northwestern Europe | Western Europe | Low countries | Netherlands
16674,Q2176541,Rupert Huter,1834.0,botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
16675,Q21774050,Giovanni Palazzi,1640.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
16676,Q21775019,Domingo Gascón y Guimbao,1845.0,historian,Western Europe | Southwestern Europe | Spain
16677,Q21789773,Miguel Cortés López,1777.0,historian,Western Europe | Southwestern Europe | Spain
16678,Q21789909,José Manuel Piernas y Hurtado,1843.0,economist,Western Europe | Southwestern Europe | Spain
16679,Q217915,Piri Reis,1470.0,geographer | geographer,Muslim world | Arabic world
16680,Q21796220,Camilo de Villavaso y Echevarría,1838.0,historian,Western Europe | Southwestern Europe | Spain
16681,Q2180340,Titia Brongersma,1650.0,archeologist,Northwestern Europe | Western Europe | Low countries | Netherlands
16682,Q21809653,Jan Kryštof Bořek,1665.0,economist,Northwestern Europe | Western Europe | German world | Austria
16683,Q21810700,Ernst Schulze,1840.0,chemist | chemist,Northwestern Europe | Western Europe | German world | Germany
16684,Q21814440,Gu Yingxiang,1483.0,historian,Southern China | Yangtze | Chinese world
16685,Q21815354,Manuel Oliver y Hurtado,1831.0,archeologist | archeologist | historian | historian,Western Europe | Southwestern Europe | Spain
16686,Q21818057,Martin Ferreiro y Peralta,1830.0,geographer,Western Europe | Southwestern Europe | Spain
16687,Q21819970,Eugène Tisserand,1830.0,botanist,Northwestern Europe | Western Europe | France | Northern France
16688,Q21819994,Louis Augustin d'Hombres-Firmas,1776.0,botanist | botanist | botanist | physicist | physicist | physicist,Northwestern Europe | Western Europe | Southern France | France
16689,Q21821467,Francesc Alguer,1781.0,economist,Western Europe | Southwestern Europe | Spain
16690,Q218230,Nikephoros Theotokis,1731.0,theologian,Eastern Europe | Slav world
16691,Q218254,Dugald Stewart,1753.0,philosopher | philosopher | philosopher | historian | historian | historian | mathematician | mathematician | mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
16692,Q21826518,Joaquín Jamar,1832.0,economist,Western Europe | Southwestern Europe | Spain
16693,Q2183113,Johann Moriaen,1591.0,chemist,Northwestern Europe | Western Europe | Low countries | Netherlands
16694,Q218322,Joseph Butler,1692.0,theologian | theologian | philosopher | philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
16695,Q21832733,Napoleone Bertoglio Pisani,1845.0,archeologist,Western Europe | Northern Italy | Italy | Southwestern Europe
