,individual_wikidata_id,individual_name,occupations_wikidata_id,occupations_name,occupations_category
47757,Q94874019,Paul Lehmann,Q11063,astronomer,science|writer
47758,Q94874019,Paul Lehmann,Q170790,mathematician,science|writer
47761,Q102556,Carl Heyer,Q21244999,forestry scientist,science|writer
47773,Q3771761,Giusto Dacci,Q18931911,theorist,science|writer
47774,Q2080920,Petrus Alphonsi,Q11063,astronomer,science|writer
47778,Q20961822,Pierre Victor Adolphe Ferret,Q11900058,explorer,science|writer
47783,Q6248050,John McLaren,Q3140857,horticulturist,science|writer
47785,Q7148924,Paul-Marie-Léon Regnard,Q2055046,physiologist,science|writer
47786,Q60831078,Heinrich Schmick,Q1231865,pedagogue,science|writer
47789,Q15726920,Severino Fabriani,Q1231865,pedagogue,science|writer
47792,Q6912382,Moritz Allé,Q11063,astronomer,science|writer
47793,Q6912382,Moritz Allé,Q170790,mathematician,science|writer
47801,Q110432254,Domingo Sánchez del Arco,Q3621491,archaeologist,science|writer
47804,Q17423526,Victor-Amédée Lebesgue,Q170790,mathematician,science|writer
47817,Q4215222,Giovanni Girolamo Carli,Q3621491,archaeologist,science|writer
47833,Q22246757,Yevgraf Vorontsov-Velyaminov,Q901,scientist,science|writer
47836,Q8012168,William Henry Stanley Monck,Q11063,astronomer,science|writer
47838,Q855938,William Batchelder Greene,Q170790,mathematician,science|writer
47850,Q5660513,Agustín Albano de Silveira Pinto,Q188094,economist,science|writer
47861,Q16112235,Dragutin Seljan,Q901402,geographer,science|writer
47862,Q3340662,Nicolas Perrot,Q11900058,explorer,science|writer
47867,Q2871228,Auguste Himly,Q901402,geographer,science|writer
47873,Q5741462,Erhard Frederiksen,Q1781198,agronomist,science|writer
47874,Q5741462,Erhard Frederiksen,Q188094,economist,science|writer
47894,Q13519005,Santiago Roth,Q18805,naturalist,science|writer
47895,Q13519005,Santiago Roth,Q1662561,paleontologist,science|writer
47896,Q13519005,Santiago Roth,Q11900058,explorer,science|writer
47898,Q6795707,Maximilian Ferdinand Wocke,Q497294,lepidopterist,science|writer
47901,Q20164891,Johann Daniel Wilhelm Hartmann,Q16271261,malacologist,science|writer
47908,Q55074371,Johann Philipp Ziment,Q3055126,entomologist,science|writer
47909,Q3619724,Antonio Kramer,Q593644,chemist,science|writer
47913,Q6325381,Ernst Schmidt,Q593644,chemist,science|writer
47920,Q15859091,Isma-ia,Q170790,mathematician,science|writer
47926,Q25999358,Jean-Baptiste Mollerat,Q593644,chemist,science|writer
47928,Q933601,António de Saldanha,Q11900058,explorer,science|writer
47930,Q6167895,Karl Ludvig von Schantz,Q3621491,archaeologist,science|writer
47931,Q94798237,Benedikt Broicher,Q170790,mathematician,science|writer
47936,Q15970114,Jules Assézat,Q4773904,anthropologist,science|writer
47941,Q7793512,T. R. H. Thomson,Q18805,naturalist,science|writer
47942,Q7793512,T. R. H. Thomson,Q11900058,explorer,science|writer
47943,Q7793512,T. R. H. Thomson,Q1225716,ornithologist,science|writer
47944,Q7793512,T. R. H. Thomson,Q16831394,mammalogist,science|writer
47950,Q5933713,Hugo Alpen,Q16145150,music pedagogue,artist|science|writer
47956,Q21505895,Jules Bel,Q2374149,botanist,science|writer
47958,Q1028779,Lucas Vázquez de Ayllón,Q11900058,explorer,science|writer
47959,Q1028779,Lucas Vázquez de Ayllón,Q126236,conquistador,science|writer
47960,Q47434,Edmond Halley,Q1734662,cartographer,artist|science|writer
47961,Q47434,Edmond Halley,Q11063,astronomer,science|writer
47962,Q47434,Edmond Halley,Q169470,physicist,science|writer
47963,Q47434,Edmond Halley,Q170790,mathematician,science|writer
47964,Q47434,Edmond Halley,Q12360779,demographer,science|writer
47965,Q47434,Edmond Halley,Q12094958,geophysicist,science|writer
47966,Q47434,Edmond Halley,Q2310145,meteorologist,science|writer
47969,Q766823,Auguste Castan,Q3621491,archaeologist,science|writer
47977,Q21515905,J. Hoever,Q2374149,botanist,science|writer
47981,Q20830526,Piotr Praczlewicz,Q901,scientist,science|writer
47989,Q20095476,Göran Dillner,Q170790,mathematician,science|writer
47992,Q66934,Hans Hermann Behr,Q350979,zoologist,science|writer
47993,Q66934,Hans Hermann Behr,Q2374149,botanist,science|writer
47994,Q66934,Hans Hermann Behr,Q3055126,entomologist,science|writer
48007,Q15454336,Carl Gustav Reuschle,Q170790,mathematician,science|writer
48012,Q554521,Hippolyte Mège-Mouriès,Q593644,chemist,science|writer
48028,Q2834896,Alfred-Aimé Flamant,Q169470,physicist,science|writer
48029,Q2834896,Alfred-Aimé Flamant,Q170790,mathematician,science|writer
48030,Q3720251,Efisio Marini,Q901,scientist,science|writer
48044,Q494942,Andrea Rosius à Porta,Q1231865,pedagogue,science|writer
48053,Q5985564,Friedrich Wilhelm Meves,Q1225716,ornithologist,science|writer
48058,Q60816734,Franz Langauer,Q28319434,pomologist,science|writer
48063,Q104286262,John Andrewartha,Q294126,land surveyor,science|writer
48065,Q2958047,Charles-François Beautemps-Beaupré,Q1734662,cartographer,artist|science|writer
48066,Q2958047,Charles-François Beautemps-Beaupré,Q11900058,explorer,science|writer
48069,Q55684506,Johann Philipp Fischer,Q169470,physicist,science|writer
48070,Q6238720,John Henry Alexander,Q294126,land surveyor,science|writer
48071,Q6238720,John Henry Alexander,Q520549,geologist,science|writer
48083,Q41618886,Pietro Zuliani,Q169470,physicist,science|writer
48085,Q55072832,Josef Srdínko,Q3055126,entomologist,science|writer
48109,Q21714430,Henry Barker Hill,Q593644,chemist,science|writer
48113,Q28966232,Georges-Ernest Fleuriais,Q11063,astronomer,science|writer
48114,Q21390348,Voldemar Czerniavsky,Q350979,zoologist,science|writer
48115,Q55845709,Georg Ernst Plate,Q1231865,pedagogue,science|writer
48123,Q55760895,Josef Oellacher,Q16271428,embryologist,science|writer
48125,Q15442247,John Mullan,Q11900058,explorer,science|writer
48126,Q95256600,Ernst Dahn,Q1231865,pedagogue,science|writer
48128,Q250936,Gaston Planté,Q169470,physicist,science|writer
48129,Q250936,Gaston Planté,Q1662561,paleontologist,science|writer
48135,Q18917717,William Trail,Q170790,mathematician,science|writer
48137,Q99675486,George Dobson,Q294126,land surveyor,science|writer
48138,Q8016193,William Nowland,Q11900058,explorer,science|writer
48139,Q55105551,Theodor Julius Reinhold von Schroeder,Q21244999,forestry scientist,science|writer
48140,Q55105551,Theodor Julius Reinhold von Schroeder,Q593644,chemist,science|writer
48146,Q325144,Philippe Le Bas,Q4773904,anthropologist,science|writer
48147,Q325144,Philippe Le Bas,Q3621491,archaeologist,science|writer
48157,Q18945159,Claude Rabuel,Q170790,mathematician,science|writer
48159,Q63187239,Hernando de Cepeda y Ahumada,Q126236,conquistador,science|writer
48163,Q5345150,Edward Ryan,Q901,scientist,science|writer
48170,Q12765135,Ede Agost Hudák,Q497294,lepidopterist,science|writer
48180,Q1085127,Christoph Heinrich Müller,Q1231865,pedagogue,science|writer
48189,Q1960567,José Canga-Argüelles,Q188094,economist,science|writer
48193,Q3858676,Miquel Agustí,Q1781198,agronomist,science|writer
48194,Q95247818,Karl Weinrich,Q593644,chemist,science|writer
48195,Q62113,Karl Otfried Müller,Q15983985,classical archaeologist,science|writer
48206,Q5544572,George Singer,Q29909337,experimental physicist,science|writer
48208,Q1982892,Gabriel Alonso de Herrera,Q1781198,agronomist,science|writer
48209,Q1982892,Gabriel Alonso de Herrera,Q2374149,botanist,science|writer
48222,Q94844716,Edmund Scheuer,Q1231865,pedagogue,science|writer
48224,Q95219703,Julius Bartsch,Q1231865,pedagogue,science|writer
48226,Q55845109,Heinrich Justus Müller,Q1231865,pedagogue,science|writer
48234,Q55012209,August Jacob Barth,Q3055126,entomologist,science|writer
48236,Q21608223,Oskar Schneider,Q2374149,botanist,science|writer
48245,Q3132583,Henry Alleyne Nicholson,Q350979,zoologist,science|writer
48246,Q3132583,Henry Alleyne Nicholson,Q1662561,paleontologist,science|writer
48248,Q77464,Friedrich Kasimir Medikus,Q18805,naturalist,science|writer
48249,Q77464,Friedrich Kasimir Medikus,Q2374149,botanist,science|writer
48264,Q27688489,Jacques-Louis Peschier,Q170790,mathematician,science|writer
48266,Q55907427,Odilo Klama,Q1231865,pedagogue,science|writer
48274,Q31704,Haakon Sigurdsson,Q11900058,explorer,science|writer
48278,Q5110156,Christian Sommerfeldt,Q901402,geographer,science|writer
48283,Q21516659,John Hunnemann,Q2374149,botanist,science|writer
48296,Q94821161,Giacomo Battista Beccaria,Q169470,physicist,science|writer
48298,Q6236055,John Grattan,Q350979,zoologist,science|writer
48299,Q6236055,John Grattan,Q4773904,anthropologist,science|writer
48300,Q6167684,William Miller,Q2374149,botanist,science|writer
48315,Q442695,Armand Seguin,Q593644,chemist,science|writer
48316,Q442695,Armand Seguin,Q188094,economist,science|writer
48317,Q55903949,Johannes Lostbom,Q901,scientist,science|writer
48322,Q53971612,Simon Jacob,Q1585575,master of calculations,science|writer
48333,Q3383272,Pierre-Louis Duclos,Q16271261,malacologist,science|writer
48360,Q107122409,Jules Lefort (chimiste),Q593644,chemist,science|writer
48367,Q36515560,Benoît Dumoulin,Q2374149,botanist,science|writer
48377,Q1333338,John Gerard,Q2374149,botanist,science|writer
48383,Q503318,Jean-Baptiste Boussingault,Q1781198,agronomist,science|writer
48384,Q503318,Jean-Baptiste Boussingault,Q593644,chemist,science|writer
48406,Q5497299,Frederick Augustus Porter Barnard,Q170790,mathematician,science|writer
48412,Q6218405,Sv. Leonh. Törnqvist,Q1662561,paleontologist,science|writer
48413,Q6218405,Sv. Leonh. Törnqvist,Q520549,geologist,science|writer
48419,Q28099601,Simon Samuel,Q901,scientist,science|writer
48425,Q1620034,Hippolyte François Jaubert,Q2374149,botanist,science|writer
48429,Q7184403,Philip Southcote,Q3140857,horticulturist,science|writer
48438,Q144639,Zakariya al-Qazwini,Q170790,mathematician,science|writer
48439,Q144639,Zakariya al-Qazwini,Q901402,geographer,science|writer
48440,Q144639,Zakariya al-Qazwini,Q350979,zoologist,science|writer
48455,Q105627031,C. W. A. Nagel,Q2374149,botanist,science|writer
48461,Q2486290,Manuel de Almeida,Q11900058,explorer,science|writer
48467,Q3383300,Pierre-Louis de Massac,Q1781198,agronomist,science|writer
48470,Q722677,Gian Domenico Romagnosi,Q169470,physicist,science|writer
48471,Q722677,Gian Domenico Romagnosi,Q188094,economist,science|writer
48472,Q722677,Gian Domenico Romagnosi,Q2306091,sociologist,science|writer
48475,Q5931929,Joaquín Ezquerra del Bayo,Q520549,geologist,science|writer
48478,Q377078,Raphael Pumpelly,Q520549,geologist,science|writer
48479,Q377078,Raphael Pumpelly,Q11900058,explorer,science|writer
48480,Q377078,Raphael Pumpelly,Q3621491,archaeologist,science|writer
48484,Q101044974,Carl Erengisle Hyltén-Cavallius,Q593644,chemist,science|writer
48488,Q10982999,Selim Aga,Q11900058,explorer,science|writer
48509,Q95401998,Josef Drahorád,Q1231865,pedagogue,science|writer
48510,Q251945,August Kanitz,Q2374149,botanist,science|writer
48513,Q60845351,Jan Cornelius de Man,Q350979,zoologist,science|writer
48515,Q3492890,Onofrio Abbate,Q18805,naturalist,science|writer
48519,Q20171745,Augustin Heinrich Fasch,Q2374149,botanist,science|writer
48520,Q20171745,Augustin Heinrich Fasch,Q10872101,anatomist,science|writer
48530,Q13407555,William Henry Blanchard,Q2374149,botanist,science|writer
48535,Q13407718,Josef Poech,Q2374149,botanist,science|writer
48554,Q95979,August Zeune,Q901402,geographer,science|writer
48569,Q55902033,Carl Hornstein,Q11063,astronomer,science|writer
48581,Q57243873,Louis Coulon,Q18805,naturalist,science|writer
48590,Q28602150,Edward Renouf,Q593644,chemist,science|writer
48591,Q168401,Charles Hermite,Q170790,mathematician,science|writer
48603,Q2559765,Wenzel Hecke,Q1231865,pedagogue,science|writer
48612,Q22129131,Mizutani Toyobumi,Q2374149,botanist,science|writer
48615,Q93227,Nikolai Rimsky-Korsakov,Q16145150,music pedagogue,artist|science|writer
48616,Q93227,Nikolai Rimsky-Korsakov,Q16031530,music theorist,science|writer
48631,Q105415552,Diogo Fernandes Ferreira,Q18805,naturalist,science|writer
48632,Q983261,Henricus Hondius II,Q1734662,cartographer,artist|science|writer
48634,Q21518493,George Alexander Louis Lebour,Q2374149,botanist,science|writer
48638,Q16062474,Nicasio Jiménez,Q16145150,music pedagogue,artist|science|writer
48640,Q55851676,Karl Helferich,Q1781198,agronomist,science|writer
48646,Q12315502,Hans Peter Christian Møller,Q901,scientist,science|writer
48647,Q12315502,Hans Peter Christian Møller,Q350979,zoologist,science|writer
48648,Q12315502,Hans Peter Christian Møller,Q16271261,malacologist,science|writer
48664,Q95177750,Albert Jeřábek,Q1231865,pedagogue,science|writer
48668,Q15957220,Friedrich Wilhelm Londes,Q2374149,botanist,science|writer
48672,Q2919564,Samuel Allport,Q520549,geologist,science|writer
48673,Q2919564,Samuel Allport,Q19356817,petrologist,science|writer
48679,Q5593947,Michał Hieronim Leszczyc-Sumiński,Q2374149,botanist,science|writer
48682,Q110583840,Friedrich Wilhelm Ohsen,Q1734662,cartographer,artist|science|writer
48685,Q71011606,Karl Reuß,Q17488316,prehistorian,science|writer
48694,Q94897228,David James Blaikley,Q901,scientist,science|writer
48695,Q94897228,David James Blaikley,Q169470,physicist,science|writer
48705,Q5720219,Henry Davis Pochin,Q593644,chemist,science|writer
48706,Q10308064,Jorge Berkeley Cotter,Q1662561,paleontologist,science|writer
48718,Q111588261,Franz Xaver Diemberger,Q16145150,music pedagogue,artist|science|writer
48730,Q60659880,Ernest Klavžar,Q10272925,agricultural engineer,science|writer
48737,Q3768196,Giovanni Taddeo Farini,Q170790,mathematician,science|writer
48742,Q78923,Joseph de Ferraris,Q1734662,cartographer,artist|science|writer
48777,Q33567,Frederick Catherwood,Q11900058,explorer,science|writer
48778,Q33567,Frederick Catherwood,Q3621491,archaeologist,science|writer
48784,Q18593538,Thomas Leybourn,Q170790,mathematician,science|writer
48785,Q45190789,Toussaint Yves Catros,Q3140857,horticulturist,science|writer
48786,Q45190789,Toussaint Yves Catros,Q2374149,botanist,science|writer
48793,Q100711585,Pedro de Aguirre,Q11900058,explorer,science|writer
48795,Q2392016,Pyotr Pakhtusov,Q1734662,cartographer,artist|science|writer
48796,Q2392016,Pyotr Pakhtusov,Q11900058,explorer,science|writer
48812,Q179759,Al-Kindi,Q11063,astronomer,science|writer
48813,Q179759,Al-Kindi,Q170790,mathematician,science|writer
48814,Q179759,Al-Kindi,Q16031530,music theorist,science|writer
48815,Q179759,Al-Kindi,Q15442776,cryptographer,science|writer
48819,Q31683779,Louis-Jacques-Marie Bizeul,Q3621491,archaeologist,science|writer
48825,Q18911841,William Rae Macdonald,Q170790,mathematician,science|writer
48826,Q18911841,William Rae Macdonald,Q179985,actuary,science|writer
48839,Q18026569,Oskar Doebner,Q593644,chemist,science|writer
48843,Q4666542,Abel Buell,Q1734662,cartographer,artist|science|writer
48846,Q16526154,Andrea Aradas,Q350979,zoologist,science|writer
48847,Q16526154,Andrea Aradas,Q10872101,anatomist,science|writer
48849,Q13565189,Charlotta Frölich,Q169470,physicist,science|writer
48850,Q13565189,Charlotta Frölich,Q1781198,agronomist,science|writer
48863,Q104286440,William Whitney Dartnall,Q294126,land surveyor,science|writer
48866,Q160270,David Ricardo,Q188094,economist,science|writer
48876,Q5667456,Alfred Reynier,Q2374149,botanist,science|writer
48895,Q1697969,Joannes Luyts,Q11063,astronomer,science|writer
48896,Q1697969,Joannes Luyts,Q169470,physicist,science|writer
48897,Q1697969,Joannes Luyts,Q170790,mathematician,science|writer
48904,Q94888397,Hermann Joseph Liessem,Q1231865,pedagogue,science|writer
48913,Q95265811,Rudolf Weidemann,Q1231865,pedagogue,science|writer
48930,Q21607241,Karl Ritter,Q2374149,botanist,science|writer
48934,Q5537318,George Brown,Q170790,mathematician,science|writer
48940,Q94914641,Pierre Adolphe Daguin,Q169470,physicist,science|writer
48955,Q55851695,Peter Helmersen,Q10498147,scientific explorer,science|writer
48956,Q18503131,Georg Frederik Christopher Fasting,Q901,scientist,science|writer
48971,Q1386462,Johann Friedrich Schultz,Q170790,mathematician,science|writer
48999,Q100526,Oscar Döring,Q170790,mathematician,science|writer
49011,Q3378951,Philibert Trudaine de Montigny,Q593644,chemist,science|writer
49012,Q94823209,Arthur William Stiffe,Q1734662,cartographer,artist|science|writer
49014,Q156896,Edward Charles Pickering,Q11063,astronomer,science|writer
49015,Q156896,Edward Charles Pickering,Q752129,astrophysicist,science|writer
49016,Q1461135,Friedrich Meurer,Q2114605,pharmacologist,science|writer
49018,Q1477175,Ivan Kuskov,Q11900058,explorer,science|writer
49019,Q3771301,Giuseppe Recupero,Q520549,geologist,science|writer
49030,Q336780,Thomas Simpson,Q170790,mathematician,science|writer
49032,Q104285744,Peter Proudfoot,Q294126,land surveyor,science|writer
49033,Q18945528,J. P. de Fauré,Q170790,mathematician,science|writer
49043,Q3568742,William Broderip,Q18805,naturalist,science|writer
49044,Q3568742,William Broderip,Q350979,zoologist,science|writer
49045,Q3568742,William Broderip,Q16271261,malacologist,science|writer
49063,Q591053,Anton Kirchebner,Q1734662,cartographer,artist|science|writer
49064,Q21517003,Jens Ludwig Jensen,Q2374149,botanist,science|writer
49065,Q21517003,Jens Ludwig Jensen,Q3746192,phytopathologist,science|writer
49072,Q95451688,Marie Neubarthová,Q16145150,music pedagogue,artist|science|writer
49091,Q15440692,Anton Nokk,Q1231865,pedagogue,science|writer
49116,Q20751790,John Rounsevell,Q11900058,explorer,science|writer
49120,Q91730,Johanna Jachmann-Wagner,Q16145150,music pedagogue,artist|science|writer
49134,Q2351239,Mordecai Cubitt Cooke,Q2374149,botanist,science|writer
49135,Q2351239,Mordecai Cubitt Cooke,Q2487799,mycologist,science|writer
49139,Q86997843,Ernst Koch,Q16145150,music pedagogue,artist|science|writer
49150,Q28709021,Joseph Lajeunesse,Q16145150,music pedagogue,artist|science|writer
49164,Q12268855,Victor Bernard Derrecagaix,Q901402,geographer,science|writer
49165,Q12268855,Victor Bernard Derrecagaix,Q11900058,explorer,science|writer
49169,Q55845231,David Neukomm,Q1231865,pedagogue,science|writer
49174,Q95164984,Josef Holík,Q1231865,pedagogue,science|writer
49176,Q11137131,Wang Lai,Q170790,mathematician,science|writer
49179,Q94800069,Adolf Böcking,Q350979,zoologist,science|writer
49180,Q94800069,Adolf Böcking,Q1225716,ornithologist,science|writer
49187,Q3568538,William Dandridge Peck,Q350979,zoologist,science|writer
49188,Q3568538,William Dandridge Peck,Q2374149,botanist,science|writer
49189,Q3568538,William Dandridge Peck,Q3055126,entomologist,science|writer
49199,Q12768573,Ján Misch,Q11063,astronomer,science|writer
49212,Q88801330,Joseph Lingnau,Q1231865,pedagogue,science|writer
49213,Q73124,Heinrich Müller,Q864503,biologist,science|writer
49214,Q73124,Heinrich Müller,Q10872101,anatomist,science|writer
49232,Q12362794,Friedrich von Hoyningen-Huene,Q350979,zoologist,science|writer
49235,Q16561598,Jan Nepomucen Sadowski,Q12347522,ethnographer,science|writer
49236,Q16561598,Jan Nepomucen Sadowski,Q3621491,archaeologist,science|writer
49257,Q1422983,Samuel Reyher,Q11063,astronomer,science|writer
49258,Q1422983,Samuel Reyher,Q170790,mathematician,science|writer
49261,Q81723778,Ewald Theodor Bachmann,Q864503,biologist,science|writer
49287,Q18913591,František Tippmann,Q1231865,pedagogue,science|writer
49300,Q104553207,Kondratij Kurockin,Q11900058,explorer,science|writer
49305,Q1717033,Jürgen Bona Meyer,Q1231865,pedagogue,science|writer
49310,Q1692523,Johann Baptist Fischer,Q350979,zoologist,science|writer
49311,Q1692523,Johann Baptist Fischer,Q2374149,botanist,science|writer
49312,Q1692523,Johann Baptist Fischer,Q16831394,mammalogist,science|writer
49317,Q18783608,David Thomson,Q169470,physicist,science|writer
49325,Q16934660,Barthélémy Victor Rantonnet,Q3140857,horticulturist,science|writer
49326,Q16934660,Barthélémy Victor Rantonnet,Q2374149,botanist,science|writer
49331,Q6534479,Ibn al-Mujawir,Q11900058,explorer,science|writer
49341,Q5396322,Johan Eklöf,Q11063,astronomer,science|writer
49342,Q5396322,Johan Eklöf,Q170790,mathematician,science|writer
49344,Q6239711,John Holwell,Q170790,mathematician,science|writer
49359,Q1462180,David Dionysius Friedrich Joseph Seeger,Q188094,economist,science|writer
49376,Q2835081,Alfred François Donné,Q864503,biologist,science|writer
49400,Q21612099,Heinrich Henry Fraser Walter,Q2374149,botanist,science|writer
49406,Q88229,Friedrich Anton von Heynitz,Q188094,economist,science|writer
49425,Q60838353,Johann Wolfgang von Deschwander,Q170790,mathematician,science|writer
49427,Q1289008,Pál Sipos,Q170790,mathematician,science|writer
49441,Q539447,Jonas Poole,Q11900058,explorer,science|writer
49448,Q7604,Leonhard Euler,Q11063,astronomer,science|writer
49449,Q7604,Leonhard Euler,Q169470,physicist,science|writer
49450,Q7604,Leonhard Euler,Q170790,mathematician,science|writer
49451,Q7604,Leonhard Euler,Q16031530,music theorist,science|writer
49453,Q65459,Ludwig Heinrich Bojanus,Q18805,naturalist,science|writer
49454,Q65459,Ludwig Heinrich Bojanus,Q350979,zoologist,science|writer
49455,Q65459,Ludwig Heinrich Bojanus,Q16271064,herpetologist,science|writer
49456,Q65459,Ludwig Heinrich Bojanus,Q16271261,malacologist,science|writer
49463,Q191798,Georges-Eugène Haussmann,Q131062,urban planner,science|writer
49468,Q904101,Pál Dercsényi,Q1781198,agronomist,science|writer
49469,Q3471235,Samuel Studer,Q18805,naturalist,science|writer
49470,Q3471235,Samuel Studer,Q16271261,malacologist,science|writer
49473,Q1440819,Frances Thurber Seal,Q901,scientist,science|writer
49483,Q7341352,Robert Adams,Q1734662,cartographer,artist|science|writer
49487,Q208452,Thomas Bayes,Q170790,mathematician,science|writer
49488,Q208452,Thomas Bayes,Q2732142,statistician,science|writer
49503,Q260006,Madame d'Aulnoy,Q64733534,collector of fairy tales,science|writer
49505,Q7330081,Richard Woodman,Q18576582,metallurgist,science|writer
49513,Q7456615,Seth Tanner,Q11900058,explorer,science|writer
49514,Q28001272,Daniel Nebel,Q2374149,botanist,science|writer
49525,Q21522365,Johan Henrick Olin,Q2374149,botanist,science|writer
49537,Q18945542,Jean Charles Gallet,Q11063,astronomer,science|writer
49549,Q3132665,Henry Burgess,Q188094,economist,science|writer
49552,Q1156260,Horace Tabberer Brown,Q593644,chemist,science|writer
49553,Q55847371,Heinrich Christian Albers,Q1734662,cartographer,artist|science|writer
49562,Q3048445,Edward Barnard,Q350979,zoologist,science|writer
49563,Q3048445,Edward Barnard,Q2374149,botanist,science|writer
49579,Q47004157,Ivan Slovtsov,Q11900058,explorer,science|writer
49580,Q47004157,Ivan Slovtsov,Q3621491,archaeologist,science|writer
49590,Q729172,Tomás de Santa María,Q16031530,music theorist,science|writer
49599,Q1702214,John Wood,Q11900058,explorer,science|writer
49601,Q55072047,František Rosicky,Q3055126,entomologist,science|writer
49605,Q1819890,Leopold Würtenberger,Q1662561,paleontologist,science|writer
49606,Q1819890,Leopold Würtenberger,Q520549,geologist,science|writer
49607,Q1819890,Leopold Würtenberger,Q13416354,mineralogist,science|writer
49609,Q21613023,Paul Wossidlo,Q2374149,botanist,science|writer
49619,Q770604,Augustus Radcliffe Grote,Q864503,biologist,science|writer
49620,Q770604,Augustus Radcliffe Grote,Q350979,zoologist,science|writer
49621,Q770604,Augustus Radcliffe Grote,Q497294,lepidopterist,science|writer
49624,Q5111969,Christopher Borough,Q11900058,explorer,science|writer
49630,Q22013699,David Duval de Sanadon,Q1818899,settler,science|writer
49633,Q11906527,Aristomachus of Soli,Q1781198,agronomist,science|writer
49634,Q6565600,Yamagata Bantō,Q11063,astronomer,science|writer
49635,Q6565600,Yamagata Bantō,Q1238570,political scientist,science|writer
49648,Q55901156,Frederico Augusto Oom,Q11063,astronomer,science|writer
49649,Q55901156,Frederico Augusto Oom,Q10295465,hydrographer,science|writer
49651,Q18106607,Franz Reiß,Q1231865,pedagogue,science|writer
49652,Q15832587,Livio Sanuto,Q1734662,cartographer,artist|science|writer
49653,Q15832587,Livio Sanuto,Q901402,geographer,science|writer
49657,Q2642929,Alexander Sadebeck,Q520549,geologist,science|writer
49658,Q2642929,Alexander Sadebeck,Q13416354,mineralogist,science|writer
49663,Q350359,Alexandre Guilmant,Q16145150,music pedagogue,artist|science|writer
49676,Q454743,Johann Heinrich Alsted,Q16031530,music theorist,science|writer
49707,Q6292252,José Francisco Ortega,Q11900058,explorer,science|writer
49713,Q1508184,George Robert Crotch,Q18805,naturalist,science|writer
49714,Q1508184,George Robert Crotch,Q3055126,entomologist,science|writer
49715,Q1508184,George Robert Crotch,Q11741162,coleopterist,science|writer
49729,Q105299005,Abraham van den Broeck,Q1734662,cartographer,artist|science|writer
49739,Q95257475,Hendrik Jan Hermann Gronemann,Q169470,physicist,science|writer
49749,Q1608992,Wolfardine von Minutoli,Q3621491,archaeologist,science|writer
49750,Q1608992,Wolfardine von Minutoli,Q1350189,egyptologist,science|writer
49752,Q1063531,Charles Alfred Stothard,Q3621491,archaeologist,science|writer
49760,Q724677,William Wilson Hunter,Q2732142,statistician,science|writer
49763,Q55047013,Anton Hiendlmayer,Q3055126,entomologist,science|writer
49769,Q15650591,Karl Georg Emil Heubel,Q593644,chemist,science|writer
49770,Q15650591,Karl Georg Emil Heubel,Q2114605,pharmacologist,science|writer
49771,Q21517485,Frédéric Kieffer,Q2374149,botanist,science|writer
49790,Q47112594,George Abbey,Q3140857,horticulturist,science|writer
49791,Q47112594,George Abbey,Q2374149,botanist,science|writer
49795,Q55846016,Isaac Ries,Q1585575,master of calculations,science|writer
49830,Q110485811,Gregorio Giannini,Q188094,economist,science|writer
49847,Q6762736,Marie Aioe Dorion,Q11900058,explorer,science|writer
49848,Q91124640,Mjertyn Mon,Q3075052,folklorist,science|writer
49851,Q361622,Adolf Fredrik Lindblad,Q16145150,music pedagogue,artist|science|writer
49852,Q6138142,James Loch,Q188094,economist,science|writer
49854,Q55124418,Berthold Hauser,Q170790,mathematician,science|writer
49861,Q18418918,Joseph Friedrich Knaf,Q2374149,botanist,science|writer
49862,Q18418918,Joseph Friedrich Knaf,Q2487799,mycologist,science|writer
49867,Q1278912,Eberhard Christian Kindermann,Q11063,astronomer,science|writer
49869,Q106125366,Alexander Johnstone Wilson,Q901,scientist,science|writer
49875,Q1389079,James Dean,Q11063,astronomer,science|writer
49876,Q1389079,James Dean,Q170790,mathematician,science|writer
49880,Q60807,Heinrich Geißler,Q169470,physicist,science|writer
49881,Q2977875,Claude Mylon,Q170790,mathematician,science|writer
49890,Q31705549,Henri Pellet,Q593644,chemist,science|writer
49892,Q4103671,Alfonse Vargas de Bedemar,Q294126,land surveyor,science|writer
49897,Q55074227,Willhelm Wolf,Q3055126,entomologist,science|writer
49904,Q54507012,Julius Kirchner,Q1231865,pedagogue,science|writer
49908,Q11860030,Fredrik Juvelius,Q1225716,ornithologist,science|writer
49914,Q60840115,Wilhelm Ludwig Zimmermann,Q593644,chemist,science|writer
49920,Q15449248,Simon Speijert van der Eijk,Q169470,physicist,science|writer
49921,Q15449248,Simon Speijert van der Eijk,Q170790,mathematician,science|writer
49936,Q94941118,Friedrich Lippold,Q1231865,pedagogue,science|writer
49946,Q7787449,Thomas Barwick Lloyd Baker,Q1225716,ornithologist,science|writer
49951,Q98367322,Hermine Lintemer,Q1231865,pedagogue,science|writer
49957,Q16596582,Charlotte Thitz,Q1231865,pedagogue,science|writer
49959,Q655603,Dávid Frölich,Q11063,astronomer,science|writer
49960,Q655603,Dávid Frölich,Q18805,naturalist,science|writer
49961,Q655603,Dávid Frölich,Q170790,mathematician,science|writer
49966,Q980179,Safi al-Din al-Urmawi,Q16031530,music theorist,science|writer
49969,Q260,Jean-François Champollion,Q1350189,egyptologist,science|writer
49970,Q16622432,Vittore Maria Gera,Q1781198,agronomist,science|writer
