,individual_wikidata_id,individual_name,occupations_wikidata_id,occupations_name,occupations_category
2450,Q60622,Georg August Goldfuss,Q2374149,botanist,science|writer
2451,Q60622,Georg August Goldfuss,Q520549,geologist,science|writer
2452,Q60622,Georg August Goldfuss,Q13416354,mineralogist,science|writer
2453,Q60622,Georg August Goldfuss,Q1225716,ornithologist,science|writer
2463,Q94638066,Mary Eusebia Armstrong Beckford Mudge,Q18805,naturalist,science|writer
2470,Q51669832,Valerian Kiprijanoff,Q1662561,paleontologist,science|writer
2475,Q8016574,William Parker,Q1818899,settler,science|writer
2489,Q385440,Jules Antoine Lissajous,Q169470,physicist,science|writer
2490,Q92476555,Friedrich Jakob Heidenhain,Q1231865,pedagogue,science|writer
2493,Q4820708,August Friedrich Böttcher,Q3055126,entomologist,science|writer
2497,Q55680523,Constantin Scotti,Q1231865,pedagogue,science|writer
2507,Q29787,Adam Laxman,Q11900058,explorer,science|writer
2508,Q61827290,Friedrich Albert Zimmermann,Q901402,geographer,science|writer
2509,Q61827290,Friedrich Albert Zimmermann,Q1585575,master of calculations,science|writer
2519,Q19818392,Nikolay Lyubavin,Q901,scientist,science|writer
2524,Q107577041,Robert Anstruther Goodsir,Q11900058,explorer,science|writer
2525,Q3066356,Joseph Duval-Jouve,Q2374149,botanist,science|writer
2529,Q10285676,François-Joseph Nolau,Q3621491,archaeologist,science|writer
2552,Q60834952,Jakob Paulus Amersfoord,Q593644,chemist,science|writer
2559,Q448369,Edward Turner Bennett,Q350979,zoologist,science|writer
2560,Q448369,Edward Turner Bennett,Q4205432,ichthyologist,science|writer
2561,Q7369854,Rossiter W. Raymond,Q520549,geologist,science|writer
2572,Q41801912,Christopher Kilby,Q188094,economist,science|writer
2576,Q59520954,Verédy Károly,Q1231865,pedagogue,science|writer
2579,Q82576066,Wilhelm Hendrik de Vriese,Q2374149,botanist,science|writer
2581,Q20724995,Therese Focking,Q1231865,pedagogue,science|writer
2583,Q510776,Nicolaes Witsen,Q1734662,cartographer,artist|science|writer
2584,Q510776,Nicolaes Witsen,Q901402,geographer,science|writer
2585,Q338661,Antonio Musa Brassavola,Q2374149,botanist,science|writer
2592,Q16739997,Richard James Strachan Harman,Q294126,land surveyor,science|writer
2596,Q1389662,Guillaume Delisle,Q1734662,cartographer,artist|science|writer
2599,Q3101451,George Burritt Sennett,Q350979,zoologist,science|writer
2600,Q3101451,George Burritt Sennett,Q4205432,ichthyologist,science|writer
2601,Q3101451,George Burritt Sennett,Q1225716,ornithologist,science|writer
2605,Q355892,Mikhail Ostrogradsky,Q169470,physicist,science|writer
2606,Q355892,Mikhail Ostrogradsky,Q170790,mathematician,science|writer
2607,Q5396515,Georg Kirchner,Q2374149,botanist,science|writer
2620,Q4087939,František Blažek,Q16145150,music pedagogue,artist|science|writer
2627,Q368434,Gustav Rümelin,Q2732142,statistician,science|writer
2635,Q11685194,John Frederick Goddard,Q593644,chemist,science|writer
2646,Q1287992,Eduard Becker,Q188094,economist,science|writer
2655,Q20312249,Alfred Allen,Q19691902,gold miner,science|writer
2659,Q55900790,Leopold Huebner,Q11063,astronomer,science|writer
2665,Q551624,Joachim von Sandrart,Q17391638,art theorist,science|writer
2672,Q926159,Francis Masson,Q2374149,botanist,science|writer
2673,Q926159,Francis Masson,Q11900058,explorer,science|writer
2677,Q8470982,Diego Méndez de Segura,Q11900058,explorer,science|writer
2680,Q104287155,James Irwin Wilson,Q294126,land surveyor,science|writer
2697,Q94914088,Wilhelm Müller,Q1231865,pedagogue,science|writer
2708,Q56728173,Owen Morris Roberts,Q294126,land surveyor,science|writer
2731,Q1035877,Carel Allard,Q1734662,cartographer,artist|science|writer
2755,Q2682432,Frans Balthazar Solvyns,Q4773904,anthropologist,science|writer
2758,Q11738222,Kazimierz Pańkowski,Q1781198,agronomist,science|writer
2766,Q107485,Otto Nüsslin,Q864503,biologist,science|writer
2767,Q107485,Otto Nüsslin,Q350979,zoologist,science|writer
2768,Q107485,Otto Nüsslin,Q4205432,ichthyologist,science|writer
2769,Q107485,Otto Nüsslin,Q3055126,entomologist,science|writer
2775,Q604679,Francesco Faà di Bruno,Q170790,mathematician,science|writer
2779,Q378629,John Lindley,Q2374149,botanist,science|writer
2780,Q378629,John Lindley,Q2487799,mycologist,science|writer
2781,Q378629,John Lindley,Q16334507,bryologist,science|writer
2782,Q378629,John Lindley,Q16334509,pteridologist,science|writer
2788,Q21521750,Auguste Morren,Q2374149,botanist,science|writer
2790,Q548266,Luigi Cremona,Q170790,mathematician,science|writer
2799,Q55721157,Ezekiel Brown Elliott,Q2732142,statistician,science|writer
2806,Q11814558,Paweł Świetlicki,Q169470,physicist,science|writer
2807,Q11814558,Paweł Świetlicki,Q593644,chemist,science|writer
2812,Q24706498,Bernardo Facini,Q11063,astronomer,science|writer
2813,Q24706498,Bernardo Facini,Q170790,mathematician,science|writer
2832,Q42715787,Andreas Metz,Q170790,mathematician,science|writer
2852,Q55909939,Klemens Wicher,Q169470,physicist,science|writer
2853,Q55909939,Klemens Wicher,Q170790,mathematician,science|writer
2861,Q716592,Leone Giraldoni,Q16145150,music pedagogue,artist|science|writer
2872,Q1762107,Thomas Joseph Hutchinson,Q11900058,explorer,science|writer
2873,Q30127862,Léon Moulé,Q350979,zoologist,science|writer
2885,Q423210,Banū Mūsā,Q901,scientist,science|writer
2886,Q423210,Banū Mūsā,Q11063,astronomer,science|writer
2887,Q423210,Banū Mūsā,Q170790,mathematician,science|writer
2890,Q18175477,Nicolai Solner Krum,Q1734662,cartographer,artist|science|writer
2891,Q75068,Eduard Mohr,Q11900058,explorer,science|writer
2894,Q4207154,Marco Antonio Cadamosto,Q170790,mathematician,science|writer
2896,Q2858458,Apollo Mussin-Pushkin,Q18805,naturalist,science|writer
2897,Q2858458,Apollo Mussin-Pushkin,Q169470,physicist,science|writer
2898,Q2858458,Apollo Mussin-Pushkin,Q593644,chemist,science|writer
2899,Q2858458,Apollo Mussin-Pushkin,Q2374149,botanist,science|writer
2908,Q3897085,Pasquale Maria Liberatore,Q188094,economist,science|writer
2910,Q88119,Georg Andreas Agricola,Q2374149,botanist,science|writer
2912,Q27575256,José Payán,Q188094,economist,science|writer
2931,Q7588155,José Ferreira Borges,Q188094,economist,science|writer
2936,Q626705,Thomas Jonathan Burrill,Q2374149,botanist,science|writer
2937,Q1288625,Eduard Haupt,Q1231865,pedagogue,science|writer
2939,Q27440695,Edmond André,Q3055126,entomologist,science|writer
2941,Q1596729,Henrik Bernard Oldenland,Q2374149,botanist,science|writer
2944,Q4391279,Sergey Rachinsky,Q170790,mathematician,science|writer
2945,Q4391279,Sergey Rachinsky,Q2374149,botanist,science|writer
2946,Q4391279,Sergey Rachinsky,Q1231865,pedagogue,science|writer
2948,Q3470324,Salvador Camacho,Q188094,economist,science|writer
2949,Q3470324,Salvador Camacho,Q2306091,sociologist,science|writer
2967,Q41535366,Guillaume Rivière,Q2374149,botanist,science|writer
2982,Q1505231,Georg Ludwig Alefeld,Q169470,physicist,science|writer
2990,Q3810593,José Velásquez,Q11900058,explorer,science|writer
3014,Q2910594,Thomas Postlethwaite,Q170790,mathematician,science|writer
3019,Q601082,Antonio Cagnoli,Q11063,astronomer,science|writer
3020,Q601082,Antonio Cagnoli,Q170790,mathematician,science|writer
3029,Q539261,Marcin Bylica,Q11063,astronomer,science|writer
3034,Q41752073,Hiram Scott,Q2308103,mountain man,science|writer
3063,Q6099076,Hüseyin Tevfik Pasha,Q170790,mathematician,science|writer
3069,Q1360936,Ernst von Sury,Q783906,neurologist,science|writer
3071,Q4015493,Vittorio Poggi,Q3621491,archaeologist,science|writer
3086,Q1167038,Michel Croz,Q11900058,explorer,science|writer
3093,Q4502843,Johann Baptist Hüttner,Q16145150,music pedagogue,artist|science|writer
3121,Q2976788,Mécène Marié de l'Isle,Q16145150,music pedagogue,artist|science|writer
3131,Q21341237,Gustav Torssell,Q15924544,lichenologist,science|writer
3141,Q4893529,Bernard Peyrilhe,Q593644,chemist,science|writer
3162,Q733099,Joseph Drechsler,Q16145150,music pedagogue,artist|science|writer
3172,Q84561750,Adolphe Pincon,Q3055126,entomologist,science|writer
3190,Q115590,Madhava of Sangamagrama,Q11063,astronomer,science|writer
3191,Q115590,Madhava of Sangamagrama,Q170790,mathematician,science|writer
3195,Q6216330,Johann von Böber,Q2374149,botanist,science|writer
3196,Q6216330,Johann von Böber,Q497294,lepidopterist,science|writer
3210,Q95007841,Johann Wolfgang Müller,Q170790,mathematician,science|writer
3211,Q27919065,Louis Carrez,Q901402,geographer,science|writer
3214,Q77661,Christoph Jacob Trew,Q2374149,botanist,science|writer
3222,Q2578435,William Davidson,Q593644,chemist,science|writer
3223,Q2578435,William Davidson,Q2374149,botanist,science|writer
3229,Q4993318,Hermann Treschow Gartner,Q10872101,anatomist,science|writer
3238,Q110220300,Philippe Capiaumont,Q28319434,pomologist,science|writer
3247,Q24205015,Alexander Cameron Macdonald,Q901402,geographer,science|writer
3248,Q24205015,Alexander Cameron Macdonald,Q294126,land surveyor,science|writer
3255,Q20096896,Francesco Ventretti,Q170790,mathematician,science|writer
3259,Q6301319,Juan de Salazar de Espinosa,Q11900058,explorer,science|writer
3260,Q8012101,William Henry Miskin,Q3055126,entomologist,science|writer
3287,Q9057400,Pedro Cerviño,Q901402,geographer,science|writer
3288,Q19197350,Friedrich Kreyßig,Q1231865,pedagogue,science|writer
3290,Q21036045,Louis de Montjosieu,Q170790,mathematician,science|writer
3296,Q11561582,Shibukawa Masateru,Q901,scientist,science|writer
3301,Q19665734,Giuseppe Ferdinando Brivio,Q16145150,music pedagogue,artist|science|writer
3304,Q2938961,Carl Ludwig Sprenger,Q2374149,botanist,science|writer
3305,Q2938961,Carl Ludwig Sprenger,Q19757114,floriculturist,science|writer
3322,Q3263158,Louis Tanquerel des Planches,Q1781198,agronomist,science|writer
3330,Q2628355,Victor Prosper Considerant,Q188094,economist,science|writer
3347,Q3085176,François Leuret,Q10872101,anatomist,science|writer
3355,Q15965501,Octave Pavy,Q18805,naturalist,science|writer
3356,Q15965501,Octave Pavy,Q11900058,explorer,science|writer
3371,Q55900245,Friedrich August Mühlhäuser,Q593644,chemist,science|writer
3372,Q11698642,Franciszek Kanty Łuczyński,Q11063,astronomer,science|writer
3373,Q11698642,Franciszek Kanty Łuczyński,Q170790,mathematician,science|writer
3380,Q21505271,Nicolas Ivanovich Annenkov,Q2374149,botanist,science|writer
3388,Q93369876,Juan de la Gloria Artero y González,Q901402,geographer,science|writer
3417,Q4019920,"William Alexander, 1st Earl of Stirling",Q11900058,explorer,science|writer
3448,Q21502557,Joseph A.H. Bosquet,Q1662561,paleontologist,science|writer
3452,Q86223,Georg Matthäus Vischer,Q1734662,cartographer,artist|science|writer
3455,Q12017114,František Janiš,Q1231865,pedagogue,science|writer
3460,Q5821923,Ib Ibsen,Q10872101,anatomist,science|writer
3464,Q3767410,Giovanni Gorgone,Q901,scientist,science|writer
3470,Q1598636,Heinrich Roessler,Q593644,chemist,science|writer
3478,Q3068597,Ferdinand Joseph L'Herminier,Q2374149,botanist,science|writer
3479,Q3068597,Ferdinand Joseph L'Herminier,Q1225716,ornithologist,science|writer
3513,Q14944337,François Cels,Q2374149,botanist,science|writer
3524,Q720067,Robert McLachlan,Q3055126,entomologist,science|writer
3527,Q7192034,Pierre-Émile Engel,Q16145150,music pedagogue,artist|science|writer
3530,Q1461907,János Váradi Szabó,Q1231865,pedagogue,science|writer
3555,Q21519505,Marcus Lorenzen,Q2374149,botanist,science|writer
3558,Q20973198,William Charles Harris,Q4205432,ichthyologist,science|writer
3562,Q3084197,François Cauvière,Q10872101,anatomist,science|writer
3587,Q18874917,Alexander Strange,Q901,scientist,science|writer
3594,Q21512991,Henry Claylands Field,Q2374149,botanist,science|writer
3595,Q21512991,Henry Claylands Field,Q294126,land surveyor,science|writer
3616,Q11851310,Anders Edvin Nylander,Q2374149,botanist,science|writer
3625,Q10296368,Xu Jianyin,Q901,scientist,science|writer
3629,Q766920,Auguste Pomel,Q1662561,paleontologist,science|writer
3630,Q766920,Auguste Pomel,Q2374149,botanist,science|writer
3631,Q766920,Auguste Pomel,Q520549,geologist,science|writer
3632,Q3297386,Norbert Rillieux,Q901,scientist,science|writer
3649,Q704285,Luke Foxe,Q11900058,explorer,science|writer
3654,Q4345359,John Parke,Q11900058,explorer,science|writer
3657,Q5722958,Henry Heylyn Hayter,Q2732142,statistician,science|writer
3674,Q94831081,Johannes Ziegler,Q1231865,pedagogue,science|writer
3677,Q3183880,Jorge Robledo,Q11900058,explorer,science|writer
3686,Q95154684,František Vilém Horký,Q294126,land surveyor,science|writer
3694,Q151722,Nicolaus Steno,Q15142825,crystallographer,science|writer
3695,Q151722,Nicolaus Steno,Q1662561,paleontologist,science|writer
3696,Q151722,Nicolaus Steno,Q520549,geologist,science|writer
3697,Q151722,Nicolaus Steno,Q10872101,anatomist,science|writer
3715,Q55672203,Gustave de Cougny,Q3621491,archaeologist,science|writer
3720,Q91986,Adolf Held,Q188094,economist,science|writer
3726,Q2580753,Nils Grotenfelt,Q1781198,agronomist,science|writer
3730,Q20733013,Evan Davies,Q1231865,pedagogue,science|writer
3734,Q871474,Péter Csemy,Q1781198,agronomist,science|writer
3764,Q8747,Euclid,Q170790,mathematician,science|writer
3766,Q41606198,Joseph Rohrer,Q2732142,statistician,science|writer
3769,Q18198474,August Ludwig Busch,Q11063,astronomer,science|writer
3771,Q13129536,Lewis Caerleon,Q11063,astronomer,science|writer
3772,Q13129536,Lewis Caerleon,Q170790,mathematician,science|writer
3785,Q638838,Michel-Gabriel Paccard,Q2374149,botanist,science|writer
3786,Q638838,Michel-Gabriel Paccard,Q11900058,explorer,science|writer
3801,Q543079,Douglas Clavering,Q11900058,explorer,science|writer
3802,Q18819541,Joseph Dougharty,Q294126,land surveyor,science|writer
3803,Q1693692,Johann Friedrich Wilhelm Himly,Q1231865,pedagogue,science|writer
3805,Q12788360,Emil von Arbter,Q901402,geographer,science|writer
3812,Q179791,Herz Homberg,Q1231865,pedagogue,science|writer
3822,Q2058977,Denis of the Nativity,Q1734662,cartographer,artist|science|writer
3825,Q106693261,Hermann Diekmann,Q2443377,topographer,artist|science|writer
3829,Q94905046,Emanuel Seidl,Q2114605,pharmacologist,science|writer
3830,Q60167392,Ivan Stožir,Q169470,physicist,science|writer
3836,Q60820253,Ignaz Josef Procházka,Q11424604,earth scientist,science|writer
3837,Q60820253,Ignaz Josef Procházka,Q1662561,paleontologist,science|writer
3838,Q60820253,Ignaz Josef Procházka,Q520549,geologist,science|writer
3839,Q1530433,Juan Martínez de Ampiés,Q11900058,explorer,science|writer
3852,Q3185888,Joseph Duchesne,Q593644,chemist,science|writer
3853,Q4373936,Aleksandr Posnikov,Q188094,economist,science|writer
3864,Q20057001,Arnold Plankensteiner,Q1781198,agronomist,science|writer
3865,Q3638910,Bertha von Marenholtz-Bülow,Q1231865,pedagogue,science|writer
3870,Q215564,Philipp Jakob Cretzschmar,Q350979,zoologist,science|writer
3871,Q215564,Philipp Jakob Cretzschmar,Q1225716,ornithologist,science|writer
3873,Q21505546,Charles Bailey,Q2374149,botanist,science|writer
3874,Q21505546,Charles Bailey,Q3055126,entomologist,science|writer
3882,Q21395370,Aimé de Forestier,Q2374149,botanist,science|writer
3887,Q1004339,Fu Yi,Q11063,astronomer,science|writer
3909,Q21611871,Richard Volk,Q2374149,botanist,science|writer
3918,Q1159923,Daniel Angelocrator,Q1734662,cartographer,artist|science|writer
3944,Q57631170,Richard Hill Tiddeman,Q520549,geologist,science|writer
3948,Q21610245,Edward Tatnall,Q2374149,botanist,science|writer
3956,Q100271528,Emily Whitbread Cole,Q1818899,settler,science|writer
3959,Q15145838,Adrew Rogov,Q170790,mathematician,science|writer
3970,Q29167433,Salomon Philipp Gans,Q1227195,economist,science|writer
3978,Q56389064,János Teofil Windisch,Q2374149,botanist,science|writer
3986,Q2959158,Charles Gabriel Morel d'Escures,Q11900058,explorer,science|writer
3990,Q4720221,Alexander Thomas Emeric Vidal,Q1734662,cartographer,artist|science|writer
3991,Q4720221,Alexander Thomas Emeric Vidal,Q11900058,explorer,science|writer
4007,Q85238,Franz Hauser,Q16145150,music pedagogue,artist|science|writer
4018,Q55882322,Nicolas Bruyant,Q170790,mathematician,science|writer
4020,Q36816772,Carl Fredrik Seijerling,Q294126,land surveyor,science|writer
4023,Q7346135,Robert John Sholl,Q11900058,explorer,science|writer
4032,Q1704589,Josef Foerster,Q1231865,pedagogue,science|writer
4033,Q1704589,Josef Foerster,Q16031530,music theorist,science|writer
4034,Q1371596,Jean-Baptiste de La Chapelle,Q170790,mathematician,science|writer
4046,Q57525723,Jacques Condrau,Q901,scientist,science|writer
4047,Q107003116,Pietro Boschi,Q170790,mathematician,science|writer
4050,Q1230712,József Paszlavszky,Q350979,zoologist,science|writer
4064,Q95447278,Jacobus Kysel,Q1231865,pedagogue,science|writer
4080,Q27067703,József Bachmann,Q593644,chemist,science|writer
4087,Q21610227,Attilio Tassi,Q2374149,botanist,science|writer
4104,Q2824785,Adolphe Boucard,Q1225716,ornithologist,science|writer
4105,Q2824785,Adolphe Boucard,Q3055126,entomologist,science|writer
4111,Q55217113,Johann Joseph Maria Becker,Q3055126,entomologist,science|writer
4119,Q3300213,Hubert Anson Newton,Q11063,astronomer,science|writer
4120,Q3300213,Hubert Anson Newton,Q170790,mathematician,science|writer
4129,Q67359,Christian Julius Wilhelm Schiede,Q18805,naturalist,science|writer
4130,Q67359,Christian Julius Wilhelm Schiede,Q2374149,botanist,science|writer
4134,Q55692676,Gerhard von Sileto,Q11063,astronomer,science|writer
4145,Q11717676,Jan Hempel,Q520549,geologist,science|writer
4152,Q19828560,Friedrich Georg Karl Zamminer,Q169470,physicist,science|writer
4157,Q860169,Charles Athanase Walckenaer,Q18805,naturalist,science|writer
4158,Q860169,Charles Athanase Walckenaer,Q901402,geographer,science|writer
