,wikidata_id,meta_occupation
90595,Q60334373,historian | anatomist
53117,Q75099,linguist
47104,Q1554435,historian
73687,Q771989,philosopher
150460,Q6253919,sociologist
12140,Q110486315,zoologist
117378,Q83968019,economist
4876,Q27927359,musicologist
35949,Q452900,botanist
159962,Q2832178,historian
141575,Q9027739,historian
149684,Q728726,anatomist
153423,Q328395,theologian | philosopher
131419,Q3839965,physicist
147442,Q56389183,botanist
145050,Q96145569,theologian
157707,Q12792138,theologian
78269,Q55685354,theologian
82329,Q3164323,archeologist
101611,Q55190025,historian
137281,Q63115893,historian
4000,Q7348936,historian
8392,Q3047418,botanist | zoologist
127205,Q21402687,mathematician
105595,Q1288972,theologian
67129,Q1694555,theologian
107028,Q68584,anatomist
67420,Q213906,musicologist
145447,Q2572182,theologian
74507,Q20575,linguist
145072,Q51129,linguist
102223,Q94930393,geographer
155515,Q47516163,botanist
84501,Q3184532,botanist
118504,Q15970301,philosopher
73805,Q38795024,philosopher | economist
160836,Q6533428,linguist
20780,Q112533335,historian
108585,Q55902814,theologian
50021,Q13137730,theologian
69225,Q21607881,botanist | zoologist
122456,Q27996556,zoologist
2004,Q2074556,astronomer
29822,Q55901879,historian
35334,Q55683586,botanist
21474,Q55124409,theologian
60911,Q963774,archeologist | historian | anatomist
147654,Q12727574,economist
16672,Q21516660,botanist
45104,Q60145514,historian
130076,Q27477877,astronomer
145602,Q867158,geologist | zoologist | paleontologist
98319,Q19538799,zoologist
126790,Q3750415,historian
53996,Q5792729,mathematician
10688,Q2577971,astronomer
43307,Q105124566,zoologist
162114,Q319329,astronomer | philosopher | meteorologist | mathematician
162839,Q836027,philosopher
63837,Q171485,linguist
125131,Q5563817,theologian
76575,Q62602017,economist
26263,Q21684999,botanist
155625,Q98879,theologian
105002,Q3340068,historian
45692,Q3083459,physicist
149658,Q9157279,economist
88319,Q15380260,historian
147927,Q1030704,theologian
69065,Q2218029,historian
83341,Q586230,chemist
154993,Q12795314,theologian
138658,Q48861610,philosopher
56048,Q19274042,botanist
50492,Q2958862,historian
58833,Q1463506,historian
16772,Q710911,astronomer | mathematician
16828,Q21505657,botanist
82349,Q55675544,chemist
132095,Q5943752,historian
47358,Q5478297,linguist
75610,Q1697252,physicist
93219,Q6069675,archeologist
12736,Q472232,historian | zoologist | linguist
56554,Q437347,chemist
125475,Q978985,historian
84394,Q976918,theologian | historian
84509,Q84599,philosopher
22982,Q1673475,philosopher | economist
92644,Q2087351,chemist
142075,Q979294,mathematician
108099,Q34058284,historian
121459,Q90010346,botanist
115388,Q549032,theologian | historian
120893,Q2662898,botanist | geologist
8324,Q6226209,philosopher
142526,Q1394707,historian
113340,Q2077167,historian | mathematician
129729,Q21279523,historian
1596,Q112133247,zoologist
153690,Q778657,historian
126093,Q1528412,archeologist | anthropologist
5656,Q6222963,theologian
117643,Q120905,economist
161477,Q4295576,historian
33476,Q65764,art theorist
136980,Q3766727,theologian
94955,Q77472,theologian
62607,Q1453754,astronomer
153824,Q181624,zoologist | paleontologist
114841,Q55679977,theologian
99665,Q1482453,geographer
75443,Q99793,geologist | chemist
24070,Q41617778,physicist
48318,Q3371618,economist
28414,Q710649,philosopher | historian
158772,Q75326,zoologist
159146,Q1454805,historian
83396,Q1694477,theologian
15216,Q18537008,linguist
17688,Q33026254,astronomer
42993,Q340247,botanist
27657,Q55857286,theologian
48202,Q108217919,theologian
139264,Q41568869,mathematician
14772,Q20733310,historian
155447,Q61224,astronomer | physicist | mathematician
144569,Q54810360,theologian
94597,Q669576,mathematician
134512,Q1987549,theologian | philosopher
90520,Q3370997,historian
109563,Q1063659,historian
159378,Q1389145,historian
122224,Q3619438,anatomist
114308,Q1038332,musicologist
20387,Q18744954,historian
59404,Q56071435,mathematician
132152,Q927711,philosopher
17792,Q5545789,historian
128485,Q3837129,theologian
38304,Q104178351,historian
37095,Q30715046,geographer
40173,Q1693677,mathematician
81870,Q18003187,astronomer | mathematician
10964,Q325068,meteorologist
73016,Q4351038,historian
79839,Q110357,theologian
160808,Q174325,philosopher | historian | mathematician
118960,Q1522028,theologian
120766,Q4370320,botanist
147077,Q60605638,anatomist
47450,Q3339956,economist
19252,Q5540884,linguist
53618,Q365800,sociologist
4524,Q104586308,theologian
143751,Q2848882,theologian
2256,Q16944223,astronomer | mathematician
149400,Q5040255,zoologist
97092,Q1922495,historian
46344,Q1169583,theologian
141458,Q97065870,astronomer
143919,Q6099076,mathematician
33756,Q1926647,musicologist
115789,Q5547566,botanist
46982,Q61389,philosopher
72154,Q1425025,theologian
150296,Q5474854,historian
111453,Q10294296,historian
93483,Q15446200,theologian
74902,Q1695444,theologian
122011,Q3116339,theologian
114181,Q2245683,theologian
96907,Q6215568,chemist
116320,Q15810359,mathematician
10124,Q1706574,theologian
162456,Q15920149,historian
6728,Q1984850,economist
158047,Q94527034,historian
143277,Q65132275,mathematician
105062,Q2941057,botanist | archeologist
138761,Q109297951,theologian
83664,Q3425972,botanist
44527,Q433841,astronomer | mathematician
17676,Q7324618,zoologist
32411,Q12328668,theologian
113232,Q94852149,theologian
127697,Q3701909,theologian
22676,Q1249210,historian
25653,Q5535844,historian
160044,Q447428,theologian | philosopher
126412,Q5479210,geographer
138039,Q56844166,linguist
162981,Q6238780,geographer
153785,Q11754356,chemist
143822,Q4311991,historian
141618,Q11922991,historian
139968,Q313980,musicologist
74376,Q109632941,geographer
73891,Q101169,theologian
28976,Q124837,chemist
27467,Q336977,historian
28442,Q2243667,theologian | historian
160848,Q2594199,astronomer | mathematician
144802,Q998948,chemist
112162,Q97296,theologian | philosopher
82436,Q94819574,historian
15596,Q6287115,theologian | historian
150824,Q1085272,philosopher
38513,Q16937747,historian
48334,Q78126,historian
151326,Q4140845,botanist
157007,Q11690207,geologist
102472,Q312571,geologist | physicist | chemist
145669,Q342050,historian
113519,Q22110970,zoologist
67242,Q3383947,botanist | geologist
20847,Q28104286,philosopher
131883,Q21126926,physicist
99361,Q818900,linguist
64667,Q1086650,botanist
29622,Q1692247,theologian
9312,Q43127142,chemist
156223,Q20676120,historian
3368,Q6222229,mathematician
154220,Q27863176,historian
88972,Q23015642,historian
122035,Q15711374,historian
155224,Q98834825,theologian
107944,Q110976,geologist | zoologist
152157,Q95247262,anatomist
16228,Q5075359,botanist
83125,Q2231226,theologian
116802,Q16615765,historian
156027,Q4066071,economist
84836,Q1694835,theologian
60384,Q121435,theologian
53292,Q16193786,zoologist
37563,Q2081039,theologian
115713,Q1693664,economist
155989,Q16517333,musicologist
26299,Q18012159,economist
135982,Q97063701,philosopher
72980,Q20643810,zoologist
61319,Q11979691,geographer
156393,Q4135488,historian
64592,Q55901976,geographer
22795,Q4992490,geographer
95804,Q21607870,botanist
20160,Q55681090,theologian
76393,Q94907406,philosopher
152145,Q987034,philosopher
135361,Q112283632,historian
86941,Q7324623,linguist
27661,Q3168191,economist
38573,Q65815,musicologist
157161,Q16322807,historian
2512,Q22109553,paleontologist
41317,Q15814872,geographer
77614,Q6034075,chemist
163607,Q12619924,geographer
82491,Q1518685,geographer
46587,Q55684979,theologian
152891,Q1930354,philosopher
23044,Q757841,botanist
51444,Q8330095,botanist
24090,Q1506270,theologian
67775,Q298581,astronomer
81228,Q3387931,botanist
138210,Q19985001,philosopher
10328,Q8009411,archeologist | anthropologist
6840,Q106693967,chemist
132610,Q16168371,geographer
36803,Q55123669,historian
147987,Q1692303,chemist
136962,Q2084591,astronomer | mathematician
42198,Q51078949,historian
142660,Q1984727,historian | economist
153017,Q14917856,anatomist
52326,Q19629044,zoologist
59951,Q1460325,zoologist
148339,Q4142327,historian
163089,Q7653147,philosopher
104233,Q2418221,chemist
8000,Q15994753,archeologist | anthropologist
116136,Q28554532,botanist
154989,Q12816180,zoologist
155199,Q77055,astronomer
89826,Q94942918,historian
112520,Q3219458,mathematician
94526,Q819521,historian
108392,Q905629,chemist
10432,Q3571438,historian
91440,Q121947,theologian
145734,Q95456824,historian
6280,Q3568994,theologian
22247,Q4775411,theologian
25869,Q715659,theologian | philosopher
16284,Q346950,physicist | chemist
11540,Q14945533,linguist
87990,Q3022528,musicologist
120281,Q11905959,philosopher
25669,Q55675313,historian
91104,Q1733356,philosopher
147741,Q60422137,economist
156787,Q1695374,historian
22898,Q2976898,botanist
69446,Q3524892,historian
111481,Q2904780,linguist
103416,Q23008846,chemist
114499,Q3093719,historian
144565,Q1321225,geographer
58877,Q55857734,economist
151751,Q109198,theologian
49044,Q1491643,theologian
161479,Q1963396,philosopher
146050,Q48863094,geologist
159996,Q2622606,theologian
78760,Q1862248,linguist
105987,Q1039442,theologian
146792,Q254737,economist
100387,Q3352619,astronomer
68734,Q12341933,historian
45426,Q22468452,mathematician
81421,Q323906,theologian
21458,Q12331148,theologian
86973,Q156749,botanist | geographer | geologist
162844,Q10924410,historian
25645,Q2833381,botanist
36977,Q12805732,anthropologist | zoologist
27598,Q1520258,theologian
112108,Q2418148,historian
110689,Q11954684,historian
73738,Q21608023,botanist
38328,Q71619,philosopher | chemist
64112,Q6158834,botanist
145089,Q24680723,zoologist
49626,Q96270034,historian
50202,Q9029048,botanist
107604,Q5879,philosopher | zoologist | physicist | botanist | geologist | art theorist | theologian
85374,Q110146729,theologian
158256,Q4085903,historian
110958,Q18507396,theologian
162214,Q11147294,historian
137701,Q3903701,archeologist
163018,Q5315885,historian
158186,Q1374745,historian
115057,Q366724,geologist | chemist
75901,Q1085505,historian
149024,Q4095213,geographer
88579,Q1174449,historian
15032,Q19918362,mathematician
142616,Q18945651,zoologist
156450,Q25467504,theologian
156628,Q4077485,historian
62978,Q107423166,historian
144040,Q24205578,chemist
113364,Q3340101,botanist
10840,Q18783874,mathematician
136172,Q3049421,geographer
105742,Q1771410,theologian
107310,Q1080935,theologian
75822,Q94758357,mathematician
120774,Q3749641,historian
148749,Q1696598,astronomer
7452,Q3100084,botanist
161858,Q6538444,mathematician
72130,Q65075,philosopher
145740,Q1039906,theologian
159270,Q24068760,philosopher
125317,Q3768923,historian
60763,Q2636575,geographer | astronomer
58192,Q5973368,astronomer | mathematician
49000,Q1695073,theologian
8236,Q20732857,historian
139787,Q101743830,historian
126798,Q130351,philosopher | mathematician
72274,Q70977,theologian
59483,Q112024,historian
13500,Q5730090,epidemiologist
42592,Q99609,historian
80319,Q1452066,theologian
150838,Q1101031,historian
57669,Q55674040,philosopher
26804,Q513159,philosopher | physicist | mathematician
148410,Q75995,astronomer | mathematician
127949,Q80821948,historian | economist
96399,Q63264461,anthropologist
40620,Q116363,theologian
113507,Q95305075,philosopher
45946,Q94942665,theologian
65119,Q19960055,historian
145494,Q111341515,historian
105058,Q94926373,chemist
94760,Q1435227,theologian
55566,Q110577129,theologian
26915,Q107619,botanist | chemist | anatomist
53590,Q946290,historian
91674,Q55672529,historian
43279,Q3059951,historian
157846,Q4174520,historian
69597,Q55684675,theologian
136579,Q55996774,mathematician
125753,Q2998239,botanist
61422,Q39978,mathematician
145496,Q1959231,archeologist | philosopher | historian | anthropologist
71723,Q18193718,botanist | paleontologist
89936,Q1460702,theologian
80855,Q18910668,botanist
117310,Q92525,linguist
121893,Q11944558,economist
30442,Q35650788,chemist
106429,Q1359946,chemist
123086,Q20001247,philosopher
116387,Q25273269,historian
84038,Q15229276,botanist
54429,Q77354,economist | mathematician
107832,Q56166099,historian
93359,Q42311465,historian
100872,Q107048181,geographer
45256,Q1551121,theologian
32363,Q55676151,theologian
111639,Q1162420,theologian
152705,Q1466653,theologian
16628,Q42296753,geologist
64968,Q85282,linguist | philosopher
59070,Q1672781,theologian
37484,Q105296,theologian
30707,Q68062,linguist
86985,Q1932460,botanist
64726,Q60815021,historian
37637,Q524840,philosopher
35945,Q15822985,paleontologist
100367,Q15436155,historian
81743,Q2958174,historian
161244,Q20706345,historian
17220,Q5184808,archeologist
120166,Q5484137,theologian
49036,Q18511843,geographer
131325,Q775194,botanist
101499,Q868615,zoologist
114340,Q2134167,historian
72892,Q114564,zoologist
130431,Q29017025,zoologist
74487,Q6453063,botanist
49546,Q1086255,theologian
155550,Q1970722,historian
1188,Q1376133,theologian
108297,Q4178182,zoologist
1256,Q956348,musicologist
144372,Q12657632,philosopher
129857,Q3876275,archeologist | economist
54394,Q673686,economist
62293,Q1694369,zoologist
120098,Q758221,historian
51684,Q1619503,geologist | anthropologist | geographer
72048,Q6000000,theologian
121042,Q2070822,historian
45478,Q3159018,archeologist
147682,Q12761863,philosopher | physicist | zoologist
123778,Q1545261,philosopher
12756,Q188569,philosopher
126571,Q2138005,botanist
157241,Q103736,pharmacologist
128022,Q4505019,astronomer
48880,Q1266570,theologian | linguist
67767,Q4309988,anatomist
150101,Q95151464,astronomer | physicist | mathematician
53694,Q3092380,zoologist
153662,Q1597036,theologian
92193,Q1679382,theologian
21045,Q47210,physicist
154710,Q12148670,historian
32681,Q155013,astronomer
128116,Q769238,archeologist | historian | anthropologist
109098,Q55685247,theologian
146875,Q95367964,theologian | linguist
51025,Q85946658,theologian
148673,Q28480026,archeologist | historian | anthropologist
80071,Q23034705,chemist
118968,Q8201897,philosopher
119271,Q1525570,musicologist | mathematician
59487,Q368121,physicist | mathematician
63038,Q6380293,philosopher
145435,Q55583936,anatomist
85442,Q1301988,geologist
47482,Q5708432,geographer
149329,Q4372348,chemist
74396,Q73059,theologian
151898,Q5242106,theologian | linguist | historian
78047,Q921572,botanist
96985,Q16186094,geologist
88572,Q15123558,historian
163307,Q189725,linguist
154088,Q561934,historian
92640,Q2656137,theologian
26879,Q77313,mathematician
155439,Q9156671,botanist
137022,Q3615498,economist
102780,Q21545445,historian
83400,Q176060,geographer
100335,Q214522,theologian | historian
82864,Q725618,linguist
41918,Q2433248,theologian
49251,Q4246420,historian
109288,Q645779,historian
79030,Q103944,chemist
36663,Q761225,theologian
26200,Q17180548,zoologist
34519,Q50551024,theologian
112871,Q1389879,theologian
147725,Q144439,philosopher
115651,Q64447,astronomer | physicist | mathematician
18756,Q2301268,archeologist | anthropologist
142757,Q3765296,mathematician
792,Q43824068,historian
65401,Q1529175,theologian | historian
113836,Q2204338,historian
142546,Q16031607,zoologist
149244,Q1294426,historian
82717,Q5890497,botanist
41709,Q1116573,theologian
77062,Q1598485,theologian
8380,Q1282455,musicologist
154957,Q2449920,historian
29249,Q1463009,chemist
141709,Q1319427,archeologist
110563,Q91979,zoologist
24789,Q1698218,geographer
151967,Q523094,historian
83201,Q55685035,theologian
1288,Q18530182,historian
38493,Q1228290,theologian
145226,Q3193054,botanist | zoologist
19374,Q4027002,zoologist
57962,Q85101,theologian
160130,Q1881341,astronomer | mathematician
35953,Q2638767,linguist | historian
152561,Q11755205,historian
42369,Q320659,historian
157403,Q171247,historian
24350,Q1085000,theologian
112655,Q65958,geographer
75775,Q3090391,economist
124874,Q12951833,mathematician
18096,Q665453,linguist
137244,Q12866007,historian
122651,Q9016836,historian
148661,Q4341468,historian
114821,Q6060282,historian
103817,Q90351,theologian
144768,Q4176863,mathematician
159968,Q359945,philosopher
127773,Q55226624,historian
156937,Q1927966,theologian
18456,Q18731749,historian
104245,Q21609185,botanist
149929,Q12099432,chemist
576,Q18529030,botanist | geographer
155328,Q7975652,mathematician
39960,Q925443,theologian | philosopher
16796,Q2614067,historian
109380,Q1043,zoologist | botanist | geologist
82729,Q5395084,philosopher
104505,Q1693227,theologian
84438,Q82828680,archeologist | historian
141380,Q94752120,historian
62048,Q3843379,theologian
120522,Q10284482,geographer
20395,Q61051588,historian
122479,Q704519,historian
63459,Q3130692,botanist
23453,Q2668810,historian
46308,Q55134400,theologian
118651,Q1927120,theologian
159642,Q229246,philosopher
132848,Q16943447,historian
47538,Q21809653,economist
110555,Q7174574,theologian
129808,Q2036794,historian
28629,Q610185,botanist
144981,Q55124900,mathematician
155033,Q105766957,zoologist
95483,Q40460600,theologian
29702,Q15264607,botanist
151268,Q11685494,historian
133627,Q3659428,anatomist
150978,Q12022811,zoologist
80187,Q94847403,historian
150304,Q967040,botanist | zoologist
25609,Q4571651,botanist
116442,Q1289439,theologian
129676,Q3712899,geographer
95603,Q21523211,botanist
159194,Q12222908,astronomer
149009,Q1033711,botanist | paleontologist
33368,Q97534,theologian
86761,Q86358,theologian
1712,Q21608854,botanist | zoologist
71871,Q70815,chemist
144118,Q94916236,historian
141074,Q5994701,archeologist | historian
88422,Q67704435,theologian
96331,Q17312236,geographer
147967,Q95393410,historian
8528,Q20008647,geologist
79468,Q1107072,botanist
59669,Q3185000,astronomer
152349,Q21704087,historian
150326,Q12082958,historian
126143,Q21543076,historian
146923,Q16360771,theologian | historian
99968,Q80448827,theologian
153326,Q4236248,historian
21980,Q3159760,botanist
129963,Q22682225,historian
48836,Q1689981,theologian
110595,Q142309,theologian
115288,Q61014544,historian
49371,Q32355,zoologist
48592,Q2997144,linguist
60284,Q108249412,historian
103166,Q74682,botanist | zoologist
20004,Q1681185,historian
101324,Q20731357,theologian
153079,Q1556167,chemist
15716,Q66659241,botanist
150410,Q4441249,historian
51966,Q3168735,historian
129027,Q20004621,historian | philosopher | economist | sociologist
157693,Q1349910,linguist
44250,Q5081015,botanist
48811,Q2831081,anatomist
82117,Q5342766,linguist
79050,Q1358169,theologian | historian
98749,Q2362791,archeologist
160032,Q436634,philosopher
113180,Q5109597,botanist | zoologist | anthropologist
79760,Q3262367,physicist | chemist
119576,Q12396976,botanist
101724,Q123807,botanist | zoologist
86073,Q21505611,botanist
161010,Q16519243,geographer
23657,Q94882203,philosopher
23641,Q60589,theologian
132943,Q541300,geologist | mathematician
111968,Q55843807,chemist
1404,Q17022812,botanist
69181,Q16649651,zoologist
3536,Q8017455,historian
132482,Q18736338,zoologist
6576,Q3517497,historian
146016,Q214004,philosopher
90489,Q15451422,theologian
52766,Q21338567,zoologist
43076,Q1597547,historian
59887,Q21608289,botanist
99321,Q21511020,zoologist
864,Q3481531,historian
152950,Q110689,linguist
141993,Q17155126,botanist
42834,Q3271586,economist
160140,Q12202948,theologian
114209,Q23009076,chemist
136398,Q14886396,botanist | paleontologist | geologist
130533,Q55072590,zoologist | anatomist
11456,Q4722965,historian
133319,Q90659454,historian
128643,Q5563873,botanist | zoologist | geologist
16,Q55043617,zoologist
7136,Q5343717,linguist
141472,Q1229711,zoologist
152397,Q2149951,geologist | pharmacologist | paleontologist
109324,Q3261480,zoologist
146078,Q106001459,historian
15432,Q3182477,botanist
27447,Q377094,botanist
163023,Q68569,astronomer
111406,Q9342472,anatomist
52389,Q2597747,theologian
144394,Q899007,chemist
152565,Q22286905,philosopher
44619,Q108399294,anthropologist
139202,Q3733911,historian
110618,Q106704430,theologian
96025,Q2835129,philosopher | sociologist
89948,Q1099909,theologian
155709,Q1124180,astronomer | physicist
70449,Q115478,anatomist
2944,Q3568742,zoologist
161573,Q8190792,astronomer
45073,Q19834969,geologist | meteorologist | anthropologist | geographer
125281,Q3946163,historian
66248,Q40309949,botanist
149365,Q5340409,zoologist
91575,Q5886001,theologian
68028,Q5492832,historian
153668,Q4265449,linguist | anthropologist
135143,Q5867020,linguist
23247,Q6245449,historian
47622,Q237871,philosopher
85796,Q330538,theologian | historian
84347,Q108558837,zoologist
13052,Q4444796,historian
3796,Q714143,economist
117278,Q529109,economist
156076,Q15207528,archeologist | historian
148729,Q21093460,zoologist
12212,Q2126785,historian
154629,Q821315,sociologist
65497,Q1133901,archeologist
22720,Q3437477,chemist
123433,Q1102096,anatomist
84378,Q1278343,geologist
161061,Q94875106,theologian
51121,Q601658,archeologist | anthropologist
91886,Q17123831,historian
83653,Q1041386,zoologist
139156,Q59630610,geographer
121630,Q499985,botanist | zoologist
162193,Q712125,philosopher
146361,Q4177348,historian
61121,Q1927466,historian
19268,Q6240558,theologian
96088,Q1351886,mathematician
96033,Q1505493,theologian
140959,Q18945406,archeologist | philosopher | historian
1048,Q369022,economist | political scientist | sociologist
155957,Q1725841,chemist
28554,Q109071,historian
85500,Q958431,botanist
81667,Q978025,historian
6816,Q7791753,anatomist
74420,Q1078535,theologian
113236,Q1402891,theologian
119899,Q5659931,linguist | historian
43915,Q42596,linguist
125633,Q6158073,historian
48139,Q95223526,theologian
23457,Q121856,theologian
65707,Q3384092,botanist | chemist | physicist | archeologist
28132,Q1693953,theologian
137891,Q82682985,historian
76254,Q55674882,theologian
80727,Q5495496,botanist
112723,Q16554379,theologian
141735,Q108250525,theologian
152267,Q531732,theologian
147572,Q62837,zoologist | anatomist
146712,Q28565254,geographer
151399,Q100531,archeologist
152175,Q55124241,historian
140760,Q3761944,historian
20708,Q29583401,mathematician
102902,Q2536250,musicologist
56510,Q100460,mathematician
85864,Q3087784,botanist
11936,Q28812950,geographer
11028,Q1225374,linguist
4700,Q1346375,economist
27602,Q5614944,theologian
127006,Q22998338,archeologist
52230,Q124513,philosopher
149331,Q769006,theologian | linguist
40760,Q155547,theologian | philosopher
139469,Q1341418,theologian | historian
16416,Q3296187,geologist
45774,Q58836245,theologian
51755,Q65173,botanist
16984,Q5341875,astronomer
107016,Q1381917,theologian
7940,Q923032,archeologist | historian | anthropologist
103635,Q2871338,archeologist | historian
44104,Q104418388,anthropologist
65608,Q1693531,theologian
54437,Q71442,philosopher
64864,Q5757579,historian
61173,Q1447404,historian
151084,Q129772,philosopher | historian
31363,Q3086031,physicist
26077,Q13639953,linguist
56044,Q21522867,botanist
116462,Q949667,botanist | zoologist
24462,Q6189164,botanist
46324,Q18945563,mathematician
52861,Q561050,theologian
3744,Q706830,geologist | astronomer | mathematician
146966,Q4478334,historian
33269,Q3271322,economist
123371,Q5667905,botanist | historian
145316,Q1032743,economist
39455,Q104708,theologian
121143,Q3983865,historian
111382,Q1695099,historian
102148,Q95768,astronomer | mathematician
16660,Q126596,philosopher
117390,Q113282,botanist
127507,Q6068993,anthropologist
86881,Q2965380,historian
136091,Q3766647,theologian
102436,Q28119489,botanist
84288,Q5561655,astronomer
128007,Q3750400,philosopher
156324,Q105620030,theologian
140394,Q3898009,historian
11404,Q18576953,theologian
96665,Q721492,geographer
22811,Q60516224,philosopher | historian
153789,Q59809414,historian
155146,Q18567940,chemist
148359,Q594866,historian
145394,Q1546236,historian
147729,Q4361682,geologist
127677,Q3761972,philosopher
152530,Q18327103,botanist | zoologist | anatomist
78357,Q10487525,theologian
130423,Q18529643,meteorologist | physicist | mathematician
74523,Q1259164,theologian
109178,Q302590,astronomer
58730,Q16010703,theologian
64628,Q94921614,theologian
18152,Q333737,chemist
10916,Q17479409,geologist
111370,Q3048095,botanist
51109,Q55685191,zoologist
75634,Q12321439,theologian
124638,Q105631017,historian
140863,Q85845309,theologian
3412,Q1401206,astronomer
135603,Q28920093,astronomer | mathematician
14440,Q7965100,anatomist
127025,Q19819966,archeologist | historian
128971,Q328849,historian
70491,Q7563151,musicologist
54599,Q1733443,botanist
18200,Q18576470,musicologist
93096,Q332596,musicologist
149083,Q38815286,botanist
56438,Q3588323,philosopher
137755,Q21207847,philosopher
139286,Q78929,astronomer
108146,Q84748,philosopher
29225,Q34338222,historian
124450,Q57280,archeologist | historian
142139,Q9200,theologian
110781,Q1405826,theologian
50821,Q20978370,historian
33492,Q1694463,astronomer | physicist
128119,Q16492438,philosopher
141437,Q3745150,anatomist
56628,Q96287,geologist | paleontologist | botanist
96993,Q5499261,anatomist
146708,Q1233706,botanist
97017,Q308161,theologian
72024,Q16027703,anatomist
31485,Q1668137,theologian
151892,Q15977209,theologian
96211,Q3340570,botanist
161099,Q6288216,philosopher
112727,Q110795924,botanist
61216,Q95235788,theologian
99045,Q124073,historian | economist
92105,Q4465540,theologian | historian
137484,Q3293459,archeologist
147175,Q1354493,archeologist | linguist | historian
160879,Q12181671,linguist
