,wikidata_id,individual_name,region_code,region_name,birthyear,meta_occupation,meta_region,meta_region_name
9406,Q6079732,Werner von Rosenfeldt,re_nordic_countries,Nordic countries,1639.0,geographer,europe,Nordic countries
9569,Q11851351,Andreas Thuronius,re_nordic_countries,Nordic countries,1632.0,astronomer | philosopher,europe,Nordic countries
9587,Q1340404,Erik Benzelius the younger,re_nordic_countries,Nordic countries,1675.0,theologian,europe,Nordic countries
9669,Q6814127,Frands Mikkelsen Vogelius,re_nordic_countries,Nordic countries,1640.0,theologian | historian,europe,Nordic countries
9723,Q6064717,Hans Mikkelsen Ravn,re_nordic_countries,Nordic countries,1610.0,musicologist,europe,Nordic countries
9795,Q16650078,Laurentius Olai Gestricius,re_nordic_countries,Nordic countries,1530.0,theologian,europe,Nordic countries
9798,Q963437,Jesper Brochmand,re_nordic_countries,Nordic countries,1585.0,theologian,europe,Nordic countries
9808,Q348827,Thomas Kingo,re_nordic_countries,Nordic countries,1634.0,theologian,europe,Nordic countries
9890,Q5586602,Israel Bringius,re_nordic_countries,Nordic countries,1587.0,philosopher | political scientist,europe,Nordic countries
9898,Q6184229,Jørgen Jørgensen Sorterup,re_nordic_countries,Nordic countries,1662.0,historian,europe,Nordic countries
9938,Q20033227,Christiern Morsing,re_nordic_countries,Nordic countries,1485.0,mathematician,europe,Nordic countries
10020,Q925443,Niels Aagaard,re_nordic_countries,Nordic countries,1612.0,theologian | philosopher,europe,Nordic countries
10050,Q5577683,Isak Björklund,re_nordic_countries,Nordic countries,1686.0,theologian,europe,Nordic countries
10066,Q1278935,Eberhard David Hauber,re_nordic_countries,Nordic countries,1695.0,theologian,europe,Nordic countries
10116,Q522982,Guðbrandur Þorláksson,re_nordic_countries,Nordic countries,1542.0,mathematician,europe,Nordic countries
10251,Q2424918,Thomas Ihre,re_nordic_countries,Nordic countries,1659.0,theologian,europe,Nordic countries
10278,Q5971475,Mogens Madsen,re_nordic_countries,Nordic countries,1527.0,historian,europe,Nordic countries
10372,Q5557702,Johannes Olai Anthelius,re_nordic_countries,Nordic countries,1575.0,theologian | astronomer,europe,Nordic countries
10513,Q5802511,Johan Hermansson,re_nordic_countries,Nordic countries,1679.0,political scientist,europe,Nordic countries
10575,Q94786689,Thomas Lindemann,re_nordic_countries,Nordic countries,1609.0,theologian,europe,Nordic countries
10634,Q5487543,Henricus Martini Fattbur,re_nordic_countries,Nordic countries,1590.0,theologian,europe,Nordic countries
10754,Q12320272,Jon Jakobsen Venusinus,re_nordic_countries,Nordic countries,1563.0,theologian | historian,europe,Nordic countries
10801,Q6080027,Jørgen Rosenkrantz,re_nordic_countries,Nordic countries,1607.0,theologian,europe,Nordic countries
10808,Q6014442,Martin Nordeman,re_nordic_countries,Nordic countries,1636.0,mathematician,europe,Nordic countries
10986,Q370216,Haquin Spegel,re_nordic_countries,Nordic countries,1645.0,theologian,europe,Nordic countries
11051,Q12315560,Hans Steenbuch,re_nordic_countries,Nordic countries,1664.0,theologian,europe,Nordic countries
11056,Q56029,Sophia Brahe,re_nordic_countries,Nordic countries,1559.0,astronomer | historian,europe,Nordic countries
11126,Q12331120,Peder Benzon Mylius,re_nordic_countries,Nordic countries,1689.0,historian,europe,Nordic countries
11146,Q11885482,Olof Mört,re_nordic_countries,Nordic countries,1655.0,geographer,europe,Nordic countries
11166,Q6024308,Ericus Olai,re_nordic_countries,Nordic countries,1401.0,theologian | historian,europe,Nordic countries
